"code_theme","libelle_theme","code_ogr_rome","code_rome","libelle_rome"
"008","Métiers de la sécurité publique et privée","509643","J1123","Médecin des armées"
"008","Métiers de la sécurité publique et privée","380","K1402","Médecin conseil"
"008","Métiers de la sécurité publique et privée","509923","K1414","Chargé / Chargée de mission santé publique"
"008","Métiers de la sécurité publique et privée","509935","K1416","Directeur / Directrice des services pénitentiaires d'insertion et de probation (DSPIP)"
"008","Métiers de la sécurité publique et privée","510156","K1420","Directeur / Directrice d'établissement pénitentiaire"
"008","Métiers de la sécurité publique et privée","384","K1501","Agent / Agente d'administration principal(e) des douanes"
"008","Métiers de la sécurité publique et privée","386","K1503","Contrôleur / Contrôleuse des impôts"
"008","Métiers de la sécurité publique et privée","387","K1504","Percepteur / Perceptrice des impôts et du Trésor Public"
"008","Métiers de la sécurité publique et privée","388","K1505","Inspecteur / Inspectrice des douanes"
"008","Métiers de la sécurité publique et privée","510301","K1509","Adjoint / Adjointe de contrôle de la concurrence, de la consommation et de la répression des fraudes"
"008","Métiers de la sécurité publique et privée","509669","K1510","Contrôleur / Contrôleuse du Trésor public"
"008","Métiers de la sécurité publique et privée","509772","K1512","Chef / Cheffe de poste du Trésor public"
"008","Métiers de la sécurité publique et privée","519563","K1515","Inspecteur / Inspectrice du permis de conduire et de la sécurité routière"
"008","Métiers de la sécurité publique et privée","392","K1702","Responsable de sécurité civile et de secours"
"008","Métiers de la sécurité publique et privée","395","K1705","Secouriste"
"008","Métiers de la sécurité publique et privée","396","K1706","Gendarme"
"008","Métiers de la sécurité publique et privée","397","K1707","Policier municipal / Policière municipale"
"008","Métiers de la sécurité publique et privée","488295","K1708","Gardien / Gardienne de la paix"
"008","Métiers de la sécurité publique et privée","488320","K1709","Commissaire de police"
"008","Métiers de la sécurité publique et privée","488345","K1710","Pilote de drones aériens militaires"
"008","Métiers de la sécurité publique et privée","488907","K1716","Chef / Cheffe de service pénitentiaire"
"008","Métiers de la sécurité publique et privée","489167","K1719","Chef / Cheffe de police municipale"
"008","Métiers de la sécurité publique et privée","489186","K1720","Gardien de compagnie républicaine de sécurité (CRS) / Gardienne de compagnie républicaine de sécurité (CRS)"
"008","Métiers de la sécurité publique et privée","489212","K1721","Technicien / Technicienne en investigation criminelle"
"008","Métiers de la sécurité publique et privée","522317","K1739","Opérateur / Opératrice en navigation maritime sur navire militaire"
"008","Métiers de la sécurité publique et privée","522279","K1740","Expert / Experte en opérations spatiales militaires"
"008","Métiers de la sécurité publique et privée","522229","K1741","Maître de pont sur navire militaire"
"008","Métiers de la sécurité publique et privée","515447","K1743","Agent de surveillance de la voie publique (ASVP) / Agente de surveillance de la voie publique (ASVP)"
"008","Métiers de la sécurité publique et privée","510013","K1910","Commissaire à la Cour des comptes"
"008","Métiers de la sécurité publique et privée","429","K2502","Responsable sécurité de site"
"008","Métiers de la sécurité publique et privée","430","K2503","Agent / Agente de prévention et de sécurité"
"008","Métiers de la sécurité publique et privée","404548","K2504","Agent / Agente de sécurité événementielle"
"008","Métiers de la sécurité publique et privée","488622","K2505","Enquêteur privé / Enquêtrice privée"
"008","Métiers de la sécurité publique et privée","488730","K2506","Convoyeur / Convoyeuse de fonds"
"008","Métiers de la sécurité publique et privée","509543","K2507","Agent / Agente d'exploitation et de sûreté aéroportuaire"
"008","Métiers de la sécurité publique et privée","509689","K2508","Agent / Agente de protection rapprochée"
"008","Métiers de la sécurité publique et privée","509690","K2509","Opérateur / Opératrice en télésurveillance"
"008","Métiers de la sécurité publique et privée","510292","K2510","Agent / Agente cynophile de sécurité"
"008","Métiers de la sécurité publique et privée","515410","K2512","Agent / Agente de sûreté portuaire"
"008","Métiers de la sécurité publique et privée","510072","K2513","Gardien / Gardienne de locaux"
"008","Métiers de la sécurité publique et privée","515389","K2514","Responsable de sûreté et de sécurité portuaire"
"008","Métiers de la sécurité publique et privée","516","N2205","Chef / Cheffe d'escale"
"008","Métiers de la sécurité publique et privée","489039","N2206","Pilote de drone"
"008","Métiers de la sécurité publique et privée","517","N3101","Officier / Officière de port"
"008","Métiers de la sécurité publique et privée","521038","N4134","Conducteur / Conductrice de véhicule de protection de convoi exceptionnel"
"008","Métiers de la sécurité publique et privée","521039","N4135","Conducteur / Conductrice de véhicule de guidage"
"009","Métiers du multimédia","119","E1101","Community manager"
"009","Métiers du multimédia","122","E1104","Concepteur / Conceptrice de contenus multimedia"
"009","Métiers du multimédia","124","E1106","Journaliste"
"009","Métiers du multimédia","403088","E1109","Directeur / Directrice de la communication"
"009","Métiers du multimédia","488749","E1110","Directeur / Directrice de la rédaction"
"009","Métiers du multimédia","488867","E1111","Game master"
"009","Métiers du multimédia","488921","E1112","Chargé / Chargée de communication"
"009","Métiers du multimédia","509400","E1114","Reporter / Reportrice"
"009","Métiers du multimédia","509653","E1115","Chef / Cheffe de projet jeux vidéo"
"009","Métiers du multimédia","509668","E1116","Responsable d'édition en presse"
"009","Métiers du multimédia","510054","E1119","Concepteur rédacteur / Conceptrice rédactrice"
"009","Métiers du multimédia","510598","E1124","Social media manager - Responsable des médias sociaux"
"009","Métiers du multimédia","510429","E1125","Concepteur / Conceptrice de jeux vidéo"
"009","Métiers du multimédia","510439","E1126","Auteur / Auteure de jeux de société"
"009","Métiers du multimédia","510441","E1127","Brand content manager"
"009","Métiers du multimédia","510443","E1128","Directeur / Directrice de création"
"009","Métiers du multimédia","510449","E1129","Directeur / Directrice artistique communication"
"009","Métiers du multimédia","515383","E1131","Chargé / Chargée de plaidoyer"
"009","Métiers du multimédia","131","E1205","Designer graphique"
"009","Métiers du multimédia","404036","E1206","UX - UI Designer"
"009","Métiers du multimédia","488782","E1207","Motion designer"
"009","Métiers du multimédia","510604","E1210","Web designer"
"009","Métiers du multimédia","139","E1308","Technicien / Technicienne des industries graphiques"
"009","Métiers du multimédia","140","E1401","Chef / Cheffe de publicité"
"009","Métiers du multimédia","141","E1402","Média planneur / Média planneuse"
"009","Métiers du multimédia","509504","E1403","Consultant / Consultante média"
"009","Métiers du multimédia","509820","E1405","Référenceur / Référenceuse web"
"009","Métiers du multimédia","510209","E1406","Influenceur / Influenceuse web"
"009","Métiers du multimédia","510298","E1407","Traffic manager"
"009","Métiers du multimédia","510412","E1409","Acheteur / Acheteuse média"
"009","Métiers du multimédia","510420","E1410","Responsable programmatique"
"009","Métiers du multimédia","510426","E1411","Chargé / Chargée de développement du patrimoine publicitaire"
"009","Métiers du multimédia","510444","E1412","Directeur / Directrice média"
"009","Métiers du multimédia","509760","G1238","Animateur / Animatrice d'atelier multimédia"
"009","Métiers du multimédia","515404","G1243","Responsable d'éducation et d'animation à l'environnement"
"009","Métiers du multimédia","509781","G1418","Directeur / Directrice de salle de cinéma"
"009","Métiers du multimédia","488902","I1104","Ingénieur / Ingénieure infrastructures télécoms réseaux mobiles"
"009","Métiers du multimédia","488292","I1311","Technicien / Technicienne installation réseaux câblés fibre optique"
"009","Métiers du multimédia","489195","I1405","Administrateur / Administratrice bureautique"
"009","Métiers du multimédia","509360","I1406","Superviseur / Superviseuse hot line en informatique"
"009","Métiers du multimédia","509771","I1407","Réparateur / Réparatrice en produits de télécommunication et multimédia"
"009","Métiers du multimédia","389","K1601","Documentaliste"
"009","Métiers du multimédia","437","L1103","Animateur / Animatrice d'antenne"
"009","Métiers du multimédia","510454","L1104","Animateur / Animatrice événementiel"
"009","Métiers du multimédia","39022","L1510","Animateur / Animatrice 2D 3D - films d'animation"
"009","Métiers du multimédia","510308","M1418","Recruteur / Recruteuse de donateurs"
"009","Métiers du multimédia","485","M1703","Chef / Cheffe de produit"
"009","Métiers du multimédia","487","M1705","Responsable marketing"
"009","Métiers du multimédia","488873","M1716","Directeur / Directrice marketing digital"
"009","Métiers du multimédia","510431","M1717","Responsable innovation"
"009","Métiers du multimédia","510434","M1718","Chargé / Chargée de marketing digital"
"009","Métiers du multimédia","490","M1801","Administrateur / Administratrice de systèmes d'information (SI)"
"009","Métiers du multimédia","491","M1802","Expert / Experte systèmes et réseaux informatiques"
"009","Métiers du multimédia","494","M1805","Développeur / Développeuse informatique"
"009","Métiers du multimédia","499","M1810","Technicien / Technicienne d'exploitation informatique"
"009","Métiers du multimédia","488329","M1814","Scrum Master"
"009","Métiers du multimédia","488576","M1815","Spécialiste test et validation logiciel ou application"
"009","Métiers du multimédia","488636","M1817","Administrateur / Administratrice sécurité informatique"
"009","Métiers du multimédia","488641","M1818","Ingénieur / Ingénieure d'étude informatique"
"009","Métiers du multimédia","488716","M1821","Analyste d'application informatique"
"009","Métiers du multimédia","488721","M1823","Consultant / Consultante avant-vente"
"009","Métiers du multimédia","488748","M1824","Développeur / Développeuse décisionnel - Business Intelligence"
"009","Métiers du multimédia","488750","M1825","Coordinateur / Coordinatrice de production web"
"009","Métiers du multimédia","488754","M1827","Ingénieur / Ingénieure DevOps"
"009","Métiers du multimédia","488768","M1828","Chef de projet / Cheffe de projet (Project Management Officer)"
"009","Métiers du multimédia","488772","M1829","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés"
"009","Métiers du multimédia","488785","M1830","Administrateur / Administratrice réseaux - télécoms"
"009","Métiers du multimédia","488786","M1831","Développeur / Développeuse - jeux vidéo"
"009","Métiers du multimédia","488865","M1832","Homologateur / Homologatrice fonctionnel de logiciel"
"009","Métiers du multimédia","488888","M1834","Administrateur / Administratrice de site internet"
"009","Métiers du multimédia","488890","M1835","Architecte systèmes et réseaux des territoires connectés"
"009","Métiers du multimédia","488894","M1836","Ingénieur concepteur / Ingénieure conceptrice informatique"
"009","Métiers du multimédia","488904","M1837","Développeur / Développeuse multimédia"
"009","Métiers du multimédia","488905","M1838","Urbaniste des systèmes d'information"
"009","Métiers du multimédia","488909","M1839","Architecte systèmes et réseaux"
"009","Métiers du multimédia","488922","M1841","Ingénieur informaticien / Ingénieure informaticienne"
"009","Métiers du multimédia","488933","M1842","Qualiticien / Qualiticienne logiciel en informatique"
"009","Métiers du multimédia","489009","M1843","Administrateur / Administratrice de serveurs"
"009","Métiers du multimédia","489017","M1844","Responsable des études et applications informatiques"
"009","Métiers du multimédia","489023","M1845","Architecte IoT - Internet des Objets"
"009","Métiers du multimédia","489035","M1847","Expert / Experte en communication et réseaux"
"009","Métiers du multimédia","489055","M1848","Analyste Concepteur / Conceptrice informatique"
"009","Métiers du multimédia","489061","M1849","Administrateur / Administratrice de messagerie"
"009","Métiers du multimédia","489066","M1850","Architecte multimédias interactifs"
"009","Métiers du multimédia","489072","M1852","Analyste d'étude informatique"
"009","Métiers du multimédia","489073","M1853","Chef / Cheffe de projet étude et développement informatique"
"009","Métiers du multimédia","489078","M1854","Chef / Cheffe de projet réseau fixe et mobile"
"009","Métiers du multimédia","489081","M1855","Développeur / Développeuse web"
"009","Métiers du multimédia","489179","M1858","Chef / Cheffe de projet TMA - Tierce Maintenance Applicative"
"009","Métiers du multimédia","489188","M1859","Chef / Cheffe de projet maîtrise d'œuvre informatique"
"009","Métiers du multimédia","489199","M1860","Architecte cloud"
"009","Métiers du multimédia","489209","M1861","Développeur / Développeuse logiciel ou d'application"
"009","Métiers du multimédia","489218","M1863","Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques"
"009","Métiers du multimédia","510638","M1864","Product Owner"
"009","Métiers du multimédia","509549","M1867","Responsable des systèmes d'information (SI)"
"009","Métiers du multimédia","509658","M1869","Gestionnaire de parc informatique"
"009","Métiers du multimédia","509700","M1871","Gestionnaire d'applications système d'information"
"009","Métiers du multimédia","509762","M1872","Consultant décisionnel / Consultante décisionnelle - Business Intelligence"
"009","Métiers du multimédia","509943","M1874","Spécialiste support"
"009","Métiers du multimédia","510169","M1879","Ingénieur / Ingénieure Cloud computing"
"009","Métiers du multimédia","510247","M1880","Spécialiste e-santé"
"009","Métiers du multimédia","510450","M1892","Ingénieur / Ingénieure en informatique embarquée"
"009","Métiers du multimédia","510465","M1894","Gestionnaire de base de données"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","515384","A1314","Halieute"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","515440","A1319","Ingénieur / Ingénieure écologue"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","66","C1202","Analyste de crédits et risques bancaires"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","403088","E1109","Directeur / Directrice de la communication"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","488921","E1112","Chargé / Chargée de communication"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","515383","E1131","Chargé / Chargée de plaidoyer"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","515417","F1144","Architecte naval / Architecte navale"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","509643","J1123","Médecin des armées"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","391","K1701","Combattant / Combattante en milieu terrestre"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","392","K1702","Responsable de sécurité civile et de secours"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","395","K1705","Secouriste"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","510040","K1726","Pisteur / Pisteuse secouriste"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","518431","K1745","Pompier / Pompière"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","521041","K1817","Coordinateur / Coordinatrice de projet de solidarité"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","409","K2106","Professeur / Professeure des écoles"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","420","K2301","Agent / Agente d'exploitation des réseaux d'assainissement"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","510308","M1418","Recruteur / Recruteuse de donateurs"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","487","M1705","Responsable marketing"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","510431","M1717","Responsable innovation"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","488601","N1204","Coordinateur / Coordinatrice transit en import - export"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","515412","N1209","Technicien / Technicienne logistique"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","521040","N1306","Coordonnateur / Coordonnatrice de projet logistique humanitaire"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","523","N4101","Conducteur / Conductrice de poids lourd"
"011","Métiers du nucléaire","488589","F1116","Ingénieur / Ingénieure démantèlement et assainissement"
"011","Métiers du nucléaire","488719","F1122","Ingénieur / Ingénieure Chantier nucléaire"
"011","Métiers du nucléaire","509352","F1626","Calorifugeur / Calorifugeuse"
"011","Métiers du nucléaire","211","H1102","Ingénieur / Ingénieure d'affaires en industrie"
"011","Métiers du nucléaire","488302","H1103","Responsable d'affaires en industrie pharmaceutique"
"011","Métiers du nucléaire","489219","H1225","Ingénieur / Ingénieure développement nucléaire"
"011","Métiers du nucléaire","509402","H1230","Ingénieur / Ingénieure essais vérification et validation (V&V) en milieu nucléaire"
"011","Métiers du nucléaire","223","H1302","Ingénieur / Ingénieure Hygiène, Sécurité et Environnement en industrie (HSE)"
"011","Métiers du nucléaire","224","H1303","Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)"
"011","Métiers du nucléaire","488285","H1304","Responsable Hygiène Sécurité Environnement (HSE) en industrie"
"011","Métiers du nucléaire","488619","H1306","Ingénieur / Ingénieure sûreté en industrie nucléaire"
"011","Métiers du nucléaire","489181","H1308","Animateur / Animatrice en Hygiène Sécurité Environnement (HSE)"
"011","Métiers du nucléaire","489183","H1309","Technicien / Technicienne en radioprotection"
"011","Métiers du nucléaire","488278","H1508","Assureur / Assureuse qualité industrie"
"011","Métiers du nucléaire","488284","H1509","Responsable des affaires règlementaires en industrie pharmaceutique"
"011","Métiers du nucléaire","488296","H1510","Technicien / Technicienne de laboratoire de contrôle en industrie pharmaceutique"
"011","Métiers du nucléaire","488309","H1511","Chargé / Chargée de validation-qualification en industrie pharmaceutique"
"011","Métiers du nucléaire","488312","H1512","Directeur / Directrice de zone en industrie pharmaceutique"
"011","Métiers du nucléaire","488314","H1513","Responsable de pharmacovigilance en industrie pharmaceutique"
"011","Métiers du nucléaire","488336","H1515","Auditeur / Auditrice qualité en industrie"
"011","Métiers du nucléaire","488341","H1516","Expert / Experte métrologue"
"011","Métiers du nucléaire","488344","H1518","Consultant / Consultante qualité"
"011","Métiers du nucléaire","488352","H1519","Responsable éthique-déontologie-conformité en industrie pharmaceutique"
"011","Métiers du nucléaire","488353","H1520","Ingénieur qualité / Ingénieure qualité"
"011","Métiers du nucléaire","488565","H1521","Technicien / Technicienne de validation-qualification"
"011","Métiers du nucléaire","488632","H1522","Technicien / Technicienne en contrôles et essais non destructifs (CND END)"
"011","Métiers du nucléaire","510457","H1533","Ingénieur / Ingénieure CND END"
"011","Métiers du nucléaire","488862","H2508","Ingénieur / Ingénieure exploitation nucléaire"
"011","Métiers du nucléaire","488305","H2702","Conducteur / Conductrice de bloc nucléaire"
"011","Métiers du nucléaire","510173","H2706","Opérateur / Opératrice de production en énergie nucléaire"
"011","Métiers du nucléaire","509386","H2707","Technicien / Technicienne essais en industrie nucléaire"
"011","Métiers du nucléaire","509525","H2708","Technicien / Technicienne d'exploitation nucléaire"
"011","Métiers du nucléaire","509348","H2711","Opérateur / Opératrice consoliste en raffinerie"
"011","Métiers du nucléaire","279","H2902","Chaudronnier / Chaudronnière"
"011","Métiers du nucléaire","291","H2914","Tuyauteur / Tuyauteuse"
"011","Métiers du nucléaire","489024","H2915","Chef soudeur / Cheffe soudeuse"
"011","Métiers du nucléaire","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-"
"011","Métiers du nucléaire","489194","H2917","Soudeur / Soudeuse MIG MAG"
"011","Métiers du nucléaire","515446","H2919","Charpentier / Charpentière métallique en construction navale"
"011","Métiers du nucléaire","304","I1101","Directeur / Directrice de la gestion technique des bâtiments"
"011","Métiers du nucléaire","488930","I1105","Responsable de maintenance et d'exploitation"
"011","Métiers du nucléaire","313","I1304","Technicien / Technicienne de maintenance industrielle"
"011","Métiers du nucléaire","318","I1309","Electricien / Electricienne de maintenance"
"011","Métiers du nucléaire","319","I1310","Mécanicien / Mécanicienne de maintenance industrielle"
"011","Métiers du nucléaire","324","I1503","Technicien / Technicienne en risques technologiques"
"011","Métiers du nucléaire","488273","I1504","Décontaminateur / Décontamineuse nucléaire et radiologique"
"011","Métiers du nucléaire","488281","I1505","Technicien / Technicienne logistique combustible nucléaire"
"011","Métiers du nucléaire","488770","I1506","Superviseur / Superviseuse cordiste"
"011","Métiers du nucléaire","489013","I1507","Opérateur / Opératrice démantèlement nucléaire"
"011","Métiers du nucléaire","515408","I1509","Scaphandrier inspecteur / Scaphandrière inspectrice"
"011","Métiers du nucléaire","515418","I1510","Plongeur / Plongeuse scientifique et technique"
"011","Métiers du nucléaire","515453","I1513","Chef d'équipe scaphandrier / Cheffe d'équipe scaphandrière"
"012","Métiers auprès des enfants","183","G1202","Animateur / Animatrice d'atelier artistique ou ludique"
"012","Métiers auprès des enfants","184","G1203","Animateur / Animatrice jeunesse"
"012","Métiers auprès des enfants","403072","G1207","Surveillant / Surveillante de baignade"
"012","Métiers auprès des enfants","403078","G1209","Animateur / Animatrice de loisirs sportifs"
"012","Métiers auprès des enfants","403958","G1210","Enseignant / Enseignante d'équitation"
"012","Métiers auprès des enfants","488598","G1221","Responsable des attractions"
"012","Métiers auprès des enfants","489046","G1232","Opérateur / Opératrice de parcours acrobatique dans les arbres"
"012","Métiers auprès des enfants","509374","G1235","Animateur / Animatrice de séjour de vacances"
"012","Métiers auprès des enfants","509387","G1236","Animateur / Animatrice de club de vacances"
"012","Métiers auprès des enfants","509666","G1237","Directeur / Directrice d'accueil de loisirs sans hébergement"
"012","Métiers auprès des enfants","509764","G1239","Responsable d'animation"
"012","Métiers auprès des enfants","510396","G1241","Directeur / Directrice de centre de séjour de vacances"
"012","Métiers auprès des enfants","515404","G1243","Responsable d'éducation et d'animation à l'environnement"
"012","Métiers auprès des enfants","518649","G1246","Animateur / Animatrice mobilité à vélo"
"012","Métiers auprès des enfants","488726","J1107","Médecin scolaire"
"012","Métiers auprès des enfants","488880","J1109","Médecin de la Protection Maternelle et Infantile -PMI-"
"012","Métiers auprès des enfants","341","J1304","Auxiliaire de puériculture"
"012","Métiers auprès des enfants","363","J1507","Puériculteur / Puéricultrice"
"012","Métiers auprès des enfants","488872","J1511","Infirmier / Infirmière scolaire"
"012","Métiers auprès des enfants","519872","K1114","Psychologue scolaire"
"012","Métiers auprès des enfants","369","K1202","Educateur / Educatrice de jeunes enfants"
"012","Métiers auprès des enfants","370","K1203","Educateur technique spécialisé / Educatrice technique spécialisée"
"012","Métiers auprès des enfants","373","K1206","Animateur coordinateur socioculturel / Animatrice coordinatrice socioculturelle"
"012","Métiers auprès des enfants","374","K1207","Educateur spécialisé / Educatrice spécialisée"
"012","Métiers auprès des enfants","488325","K1208","Moniteur éducateur / Monitrice éducatrice"
"012","Métiers auprès des enfants","488783","K1210","Educateur / Educatrice de la protection judiciaire de la jeunesse"
"012","Métiers auprès des enfants","509415","K1216","Responsable de structure multi accueil petite enfance"
"012","Métiers auprès des enfants","509503","K1217","Animateur socioéducatif / Animatrice socioéducative"
"012","Métiers auprès des enfants","509696","K1219","Directeur / Directrice de centre socioculturel"
"012","Métiers auprès des enfants","377","K1303","Garde d'enfant"
"012","Métiers auprès des enfants","404045","K1307","Animateur / Animatrice petite enfance"
"012","Métiers auprès des enfants","404046","K1308","Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM)"
"012","Métiers auprès des enfants","489223","K1313","Employé / Employée au pair"
"012","Métiers auprès des enfants","509757","K1314","Auxiliaire de vie sociale auprès d'enfants"
"012","Métiers auprès des enfants","389","K1601","Documentaliste"
"012","Métiers auprès des enfants","488327","K1603","Bibliothécaire"
"012","Métiers auprès des enfants","407","K2104","Surveillant / Surveillante en milieu scolaire"
"012","Métiers auprès des enfants","408","K2105","Professeur / Professeure de musique"
"012","Métiers auprès des enfants","409","K2106","Professeur / Professeure des écoles"
"012","Métiers auprès des enfants","488886","K2115","Conseiller principal / Conseillère principale d'éducation"
"012","Métiers auprès des enfants","489031","K2118","Directeur / Directrice d'école primaire"
"012","Métiers auprès des enfants","509673","K2129","Professeur / Professeure documentaliste"
"012","Métiers auprès des enfants","509706","K2130","Professeur / Professeure de Français Langue Etrangère (FLE)"
"012","Métiers auprès des enfants","510418","K2136","Professeur territorial / Professeure territoriale d'enseignement artistique"
"012","Métiers auprès des enfants","510044","K2137","Assistant / Assistante pédagogique en milieu scolaire"
"012","Métiers auprès des enfants","510284","M1217","Intendant / Intendante d'établissement scolaire (lycée, collège...)"
"013","Métiers saisonniers, de vacances / Jobs d'été","15","A1401","Cueilleur / Cueilleuse de fruits"
"013","Métiers saisonniers, de vacances / Jobs d'été","16","A1402","Aide agricole en production végétale"
"013","Métiers saisonniers, de vacances / Jobs d'été","510021","A1444","Aide agricole en production fruitière"
"013","Métiers saisonniers, de vacances / Jobs d'été","85","D1106","Vendeur / Vendeuse en épicerie"
"013","Métiers saisonniers, de vacances / Jobs d'été","90","D1204","Agent technico-commercial / Agente technico-commerciale en location de véhicules"
"013","Métiers saisonniers, de vacances / Jobs d'été","97","D1211","Vendeur / Vendeuse d'articles de sport et loisirs"
"013","Métiers saisonniers, de vacances / Jobs d'été","489056","D1221","Vendeur / Vendeuse de produits culturels et ludiques"
"013","Métiers saisonniers, de vacances / Jobs d'été","509363","D1224","Chargé / Chargée de location d'engins et de matériel de chantier"
"013","Métiers saisonniers, de vacances / Jobs d'été","509755","D1234","Chargé / Chargée de location de matériel de transport ou de loisirs"
"013","Métiers saisonniers, de vacances / Jobs d'été","509761","D1235","Plagiste"
"013","Métiers saisonniers, de vacances / Jobs d'été","510014","D1238","Chef / Cheffe d'agence de location de véhicules"
"013","Métiers saisonniers, de vacances / Jobs d'été","518982","D1250","Libraire"
"013","Métiers saisonniers, de vacances / Jobs d'été","519016","D1251","Vendeur de tabac-presse / Vendeuse de tabac-presse"
"013","Métiers saisonniers, de vacances / Jobs d'été","519452","D1254","Vendeur / Vendeuse en articles de papeterie et loisirs créatifs"
"013","Métiers saisonniers, de vacances / Jobs d'été","515444","D1441","Technico-commercial / Technico-commerciale de l'industrie et des services nautiques"
"013","Métiers saisonniers, de vacances / Jobs d'été","114","D1505","Hôte / Hôtesse de caisse"
"013","Métiers saisonniers, de vacances / Jobs d'été","116","D1507","Employé / Employée de rayon libre-service"
"013","Métiers saisonniers, de vacances / Jobs d'été","509899","D1511","Opérateur / Opératrice de station service"
"013","Métiers saisonniers, de vacances / Jobs d'été","509697","D1514","Agent / Agente de péage"
"013","Métiers saisonniers, de vacances / Jobs d'été","180","G1101","Agent / Agente d'accueil touristique"
"013","Métiers saisonniers, de vacances / Jobs d'été","488895","G1107","Hôte / Hôtesse d'accueil et d'animation de croisière"
"013","Métiers saisonniers, de vacances / Jobs d'été","182","G1201","Guide-accompagnateur / Guide-accompagnatrice"
"013","Métiers saisonniers, de vacances / Jobs d'été","183","G1202","Animateur / Animatrice d'atelier artistique ou ludique"
"013","Métiers saisonniers, de vacances / Jobs d'été","186","G1205","Opérateur / Opératrice d'attraction"
"013","Métiers saisonniers, de vacances / Jobs d'été","187","G1206","Croupier / Croupière"
"013","Métiers saisonniers, de vacances / Jobs d'été","403072","G1207","Surveillant / Surveillante de baignade"
"013","Métiers saisonniers, de vacances / Jobs d'été","488598","G1221","Responsable des attractions"
"013","Métiers saisonniers, de vacances / Jobs d'été","489193","G1223","Animateur / Animatrice en site de divertissement"
"013","Métiers saisonniers, de vacances / Jobs d'été","488633","G1225","Ouvreur / Ouvreuse de salle de spectacles"
"013","Métiers saisonniers, de vacances / Jobs d'été","488752","G1227","Guide-interprète"
"013","Métiers saisonniers, de vacances / Jobs d'été","488779","G1228","Guide de haute montagne"
"013","Métiers saisonniers, de vacances / Jobs d'été","489165","G1229","Guide-accompagnateur / Guide-accompagnatrice de pêche"
"013","Métiers saisonniers, de vacances / Jobs d'été","488860","G1230","Guide de tourisme équestre"
"013","Métiers saisonniers, de vacances / Jobs d'été","489016","G1231","Accompagnateur / Accompagnatrice nature"
"013","Métiers saisonniers, de vacances / Jobs d'été","489046","G1232","Opérateur / Opératrice de parcours acrobatique dans les arbres"
"013","Métiers saisonniers, de vacances / Jobs d'été","489070","G1234","Musher guide de randonnée en traîneau"
"013","Métiers saisonniers, de vacances / Jobs d'été","509374","G1235","Animateur / Animatrice de séjour de vacances"
"013","Métiers saisonniers, de vacances / Jobs d'été","509387","G1236","Animateur / Animatrice de club de vacances"
"013","Métiers saisonniers, de vacances / Jobs d'été","509760","G1238","Animateur / Animatrice d'atelier multimédia"
"013","Métiers saisonniers, de vacances / Jobs d'été","509764","G1239","Responsable d'animation"
"013","Métiers saisonniers, de vacances / Jobs d'été","510150","G1240","Educateur / Educatrice nature environnement"
"013","Métiers saisonniers, de vacances / Jobs d'été","510396","G1241","Directeur / Directrice de centre de séjour de vacances"
"013","Métiers saisonniers, de vacances / Jobs d'été","512361","G1242","Médiateur / Médiatrice scientifique"
"013","Métiers saisonniers, de vacances / Jobs d'été","515404","G1243","Responsable d'éducation et d'animation à l'environnement"
"013","Métiers saisonniers, de vacances / Jobs d'été","518938","G1247","Surveillant / Surveillante d'espaces aquatiques"
"013","Métiers saisonniers, de vacances / Jobs d'été","519419","G1248","Agent / Agente d'accueil en cinéma"
"013","Métiers saisonniers, de vacances / Jobs d'été","188","G1301","Concepteur / Conceptrice de produits touristiques"
"013","Métiers saisonniers, de vacances / Jobs d'été","509883","G1305","Assistant / Assistante chef de produit tourisme"
"013","Métiers saisonniers, de vacances / Jobs d'été","509947","G1306","Billettiste voyages"
"013","Métiers saisonniers, de vacances / Jobs d'été","510640","G1308","Chef / Cheffe de produit touristique"
