"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"2","Sylviculture et exploitation forestiere","488640","A1207","Chef / Cheffe d'équipe de travaux de milieux naturels"
"2","Sylviculture et exploitation forestiere","488755","A1209","Elagueur / Elagueuse"
"2","Sylviculture et exploitation forestiere","488859","A1210","Ouvrier forestier / Ouvrière forestière"
"2","Sylviculture et exploitation forestiere","489058","A1212","Chef / Cheffe d'équipe de travaux forestiers"
"2","Sylviculture et exploitation forestiere","489160","A1213","Conducteur / Conductrice de travaux forestiers"
"2","Sylviculture et exploitation forestiere","515388","A1216","Responsable de site naturel protégé"
"2","Sylviculture et exploitation forestiere","515423","A1218","Conducteur / Conductrice de travaux de milieux naturels"
"2","Sylviculture et exploitation forestiere","509640","A1307","Ingénieur forestier / Ingénieure forestière"
"2","Sylviculture et exploitation forestiere","510154","A1311","Technicien forestier / Technicienne forestière"
"2","Sylviculture et exploitation forestiere","515387","A1316","Chargé / Chargée de conservation ex-situ"
"2","Sylviculture et exploitation forestiere","515431","A1318","Technicien / Technicienne de travaux de gestion de milieu naturel"
"2","Sylviculture et exploitation forestiere","518781","A1324","Ingénieur / Ingénieure biogaz"
"2","Sylviculture et exploitation forestiere","488621","F1119","Pédologue"
"2","Sylviculture et exploitation forestiere","488584","G1103","Directeur / Directrice d'espace naturel protégé"
"2","Sylviculture et exploitation forestiere","241","H2205","Opérateur / Opératrice de production en industrie du bois"
"2","Sylviculture et exploitation forestiere","488887","H2211","Opérateur / Opératrice de sciage bois"
"2","Sylviculture et exploitation forestiere","518220","H2216","Responsable de parc à grumes"
"2","Sylviculture et exploitation forestiere","518223","H2217","Responsable de scierie"
"2","Sylviculture et exploitation forestiere","518230","H2218","Responsable de production en industrie du bois"
"2","Sylviculture et exploitation forestiere","327","I1603","Mécanicien-réparateur / Mécanicienne-réparatrice en matériels agricoles"
"2","Sylviculture et exploitation forestiere","510158","K2325","Technicien / Technicienne d'exploitation méthanisation"
"2","Sylviculture et exploitation forestiere","519208","K2419","Botaniste"
"20","Industrie chimique","211","H1102","Ingénieur / Ingénieure d'affaires en industrie"
"20","Industrie chimique","488302","H1103","Responsable d'affaires en industrie pharmaceutique"
"20","Industrie chimique","212","H1201","Coloriste en industrie"
"20","Industrie chimique","488322","H1220","Responsable formulation en industrie pharmaceutique"
"20","Industrie chimique","513844","H1241","Architecte système hydrogène"
"20","Industrie chimique","519122","H1242","Responsable de développement industriel en bioproduction"
"20","Industrie chimique","519120","H1243","Technicien / Technicienne en bioproduction"
"20","Industrie chimique","223","H1302","Ingénieur / Ingénieure Hygiène, Sécurité et Environnement en industrie (HSE)"
"20","Industrie chimique","488285","H1304","Responsable Hygiène Sécurité Environnement (HSE) en industrie"
"20","Industrie chimique","488751","H1307","Responsable de la conformité industrielle"
"20","Industrie chimique","489183","H1309","Technicien / Technicienne en radioprotection"
"20","Industrie chimique","519922","H1312","Inspecteur / Inspectrice de sites industriels"
"20","Industrie chimique","233","H1505","Nez"
"20","Industrie chimique","488309","H1511","Chargé / Chargée de validation-qualification en industrie pharmaceutique"
"20","Industrie chimique","488312","H1512","Directeur / Directrice de zone en industrie pharmaceutique"
"20","Industrie chimique","246","H2301","Conducteur / Conductrice de ligne en industrie chimique"
"20","Industrie chimique","510207","H2304","Opérateur / Opératrice de fabrication des industries chimiques"
"20","Industrie chimique","265","H2504","Chef / Cheffe d'équipe en industrie"
"20","Industrie chimique","513846","H2710","Technicien / Technicienne responsable d'installation hydrogène"
"20","Industrie chimique","509348","H2711","Opérateur / Opératrice consoliste en raffinerie"
"20","Industrie chimique","519169","H2714","Ingénieur / Ingénieure de raffinerie"
"20","Industrie chimique","294","H3201","Plasturgiste"
"20","Industrie chimique","518746","H3204","Opérateur / Opératrice de production des matières plastiques et du caoutchouc"
"20","Industrie chimique","518797","H3205","Technicien / Technicienne de production en matériaux composites"
"20","Industrie chimique","299","H3303","Cuisinier / Cuisinière en industrie chimique"
"20","Industrie chimique","303","H3404","Peintre industriel / Peintre industrielle"
"20","Industrie chimique","510470","K1729","Opérateur / Opératrice en pyrotechnie militaire"
"20","Industrie chimique","488274","M1708","Directeur / Directrice de l'accès au marché en industrie pharmaceutique"
"20","Industrie chimique","489164","N1115","Opérateur / Opératrice logistique"
"20","Industrie chimique","507","N1301","Responsable logistique"
"21","Industrie pharmaceutique","488328","A1505","Animalier / Animalière de laboratoire"
"21","Industrie pharmaceutique","488282","D1411","Responsable Efficacité Commerciale (SFE) en industrie pharmaceutique"
"21","Industrie pharmaceutique","488290","D1412","Délégué médical hospitalier / Déléguée médicale hospitalière"
"21","Industrie pharmaceutique","121","E1103","Chargé / Chargée des relations publiques"
"21","Industrie pharmaceutique","211","H1102","Ingénieur / Ingénieure d'affaires en industrie"
"21","Industrie pharmaceutique","488302","H1103","Responsable d'affaires en industrie pharmaceutique"
"21","Industrie pharmaceutique","488321","H1104","Directeur / Directrice des affaires médicales pharmaceutiques"
"21","Industrie pharmaceutique","488339","H1105","Chef de projets santé / Cheffe de projets santé"
"21","Industrie pharmaceutique","488271","H1212","Ingénieur / Ingénieure brevet en industrie"
"21","Industrie pharmaceutique","488291","H1213","Responsable du développement clinique en industrie pharmaceutique"
"21","Industrie pharmaceutique","488299","H1214","Agent / Agente de laboratoire de recherche industrielle"
"21","Industrie pharmaceutique","488303","H1215","Bioinformaticien / Bioinformaticienne en études, recherche et développement"
"21","Industrie pharmaceutique","488308","H1216","Responsable des études épidémiologiques"
"21","Industrie pharmaceutique","488313","H1217","Technicien / Technicienne formulation en industrie pharmaceutique"
"21","Industrie pharmaceutique","488316","H1218","Responsable de projet recherche et développement"
"21","Industrie pharmaceutique","488319","H1219","Responsable opérationnel / Responsable opérationnelle des études cliniques en industrie pharmaceutique"
"21","Industrie pharmaceutique","488322","H1220","Responsable formulation en industrie pharmaceutique"
"21","Industrie pharmaceutique","488335","H1221","Responsable des partenariats de recherche en industrie pharmaceutique"
"21","Industrie pharmaceutique","488347","H1222","Responsable médical / Responsable médicale des études cliniques en industrie pharmaceutique"
"21","Industrie pharmaceutique","488351","H1223","Coordinateur / Coordinatrice d'études cliniques en industrie pharmaceutique"
"21","Industrie pharmaceutique","488566","H1224","Technicien / Technicienne de laboratoire de recherche-développement"
"21","Industrie pharmaceutique","510309","H1226","Rédacteur médical / Rédactrice médicale en industrie pharmaceutique"
"21","Industrie pharmaceutique","519122","H1242","Responsable de développement industriel en bioproduction"
"21","Industrie pharmaceutique","519120","H1243","Technicien / Technicienne en bioproduction"
"21","Industrie pharmaceutique","223","H1302","Ingénieur / Ingénieure Hygiène, Sécurité et Environnement en industrie (HSE)"
"21","Industrie pharmaceutique","224","H1303","Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)"
"21","Industrie pharmaceutique","488285","H1304","Responsable Hygiène Sécurité Environnement (HSE) en industrie"
"21","Industrie pharmaceutique","488751","H1307","Responsable de la conformité industrielle"
"21","Industrie pharmaceutique","519922","H1312","Inspecteur / Inspectrice de sites industriels"
"21","Industrie pharmaceutique","404542","H1507","Chargé / Chargée des affaires réglementaires"
"21","Industrie pharmaceutique","488278","H1508","Assureur / Assureuse qualité industrie"
"21","Industrie pharmaceutique","488284","H1509","Responsable des affaires règlementaires en industrie pharmaceutique"
"21","Industrie pharmaceutique","488296","H1510","Technicien / Technicienne de laboratoire de contrôle en industrie pharmaceutique"
"21","Industrie pharmaceutique","488309","H1511","Chargé / Chargée de validation-qualification en industrie pharmaceutique"
"21","Industrie pharmaceutique","488312","H1512","Directeur / Directrice de zone en industrie pharmaceutique"
"21","Industrie pharmaceutique","488314","H1513","Responsable de pharmacovigilance en industrie pharmaceutique"
"21","Industrie pharmaceutique","488330","H1514","Chargé / Chargée de pharmacovigilance en industrie pharmaceutique"
"21","Industrie pharmaceutique","488336","H1515","Auditeur / Auditrice qualité en industrie"
"21","Industrie pharmaceutique","488341","H1516","Expert / Experte métrologue"
"21","Industrie pharmaceutique","488343","H1517","Responsable de laboratoire de contrôle en industrie pharmaceutique"
"21","Industrie pharmaceutique","488344","H1518","Consultant / Consultante qualité"
"21","Industrie pharmaceutique","488352","H1519","Responsable éthique-déontologie-conformité en industrie pharmaceutique"
"21","Industrie pharmaceutique","488353","H1520","Ingénieur qualité / Ingénieure qualité"
"21","Industrie pharmaceutique","488565","H1521","Technicien / Technicienne de validation-qualification"
"21","Industrie pharmaceutique","246","H2301","Conducteur / Conductrice de ligne en industrie chimique"
"21","Industrie pharmaceutique","488276","H2302","Conducteur / Conductrice de procédé de fabrication en industrie pharmaceutique"
"21","Industrie pharmaceutique","488318","H2303","Opérateur / Opératrice de fabrication en industrie pharmaceutique"
"21","Industrie pharmaceutique","510207","H2304","Opérateur / Opératrice de fabrication des industries chimiques"
"21","Industrie pharmaceutique","488315","H2507","Responsable de ligne de production industrielle"
"21","Industrie pharmaceutique","297","H3301","Conducteur / Conductrice de ligne de conditionnement"
