canonical_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,hard_soft,it_subtype,sources,member_entity_ids
CANS_83d18e29c087,,Titre professionnel concepteur développeur d'applications,,,hard,autre_hard,ROME,SKL_7b2098f11aa5
CANS_f9cf34bc044b,,Développement de jeux vidéo,,,hard,autre_hard,ROME,SKL_7f3247a23c1a
CANS_947f932a56d2,,Optimisation de la performance web,,,hard,autre_hard,ROME,SKL_7cde755e4c3d
CANS_c8b3b913c9f8,,Analyse de données pour le multimédia,,,hard,autre_hard,ROME,SKL_8663c40a0509
CANS_c3c150009b6e,,Gestion des droits numériques,,,hard,autre_hard,ROME,SKL_615b7f5f63d0
CANS_8cd4154161b5,,Conformité aux normes du web,,,hard,autre_hard,ROME,SKL_21fc07169267
CANS_9399e806cd63,,Optimisation de bases de données,,,hard,autre_hard,ROME,SKL_8234253e5216
CANS_402aa3bc03c7,,"BUT spécialité informatique parcours réalisation d'applications : conception, développement, validation",,,hard,autre_hard,ROME,SKL_6921ca1e703c
CANS_9d236b6f4a2b,,Concepteur de solutions digitales,,,hard,autre_hard,ROME,SKL_cdd383483866
CANS_ce0ba97899d9,,Développeur multimédia,,,hard,autre_hard,ROME,SKL_03c76a086075
CANS_b60279ffdf55,,Contrôler le fonctionnement d'un dispositif de sécurité,,,hard,autre_hard,ROME,SKL_1dac8143928f
CANS_1d176d0b5b3f,,"Collecter et analyser des données, des informations",,,hard,autre_hard,ROME,SKL_cb7f785aa8f0
CANS_2bf5b5fcd530,,Assurer la confidentialité des données,,,hard,autre_hard,ROME,SKL_2abc56504acf
CANS_c5f47eed24e7,,Veiller à la conformité réglementaire des systèmes,,,hard,autre_hard,ROME,SKL_31257684a911
CANS_e1c282004cde,,Tester les nouvelles applications avant déploiement,,,hard,autre_hard,ROME,SKL_766a65caaad3
CANS_ca904a82e649,,Superviser l'installation de nouveaux équipements,,,hard,autre_hard,ROME,SKL_3edb7d5aad78
CANS_a06f8b1ccfd4,,Suivre les tendances du marché des technologies,,,hard,autre_hard,ROME,SKL_4c0033e51340
CANS_9c43b8062a43,,Analyser l'impact des mises à jour sur les opérations,,,hard,autre_hard,ROME,SKL_c929820017e8
CANS_c1b71b04abac,,Evaluer les performances du réseau,,,hard,autre_hard,ROME,SKL_f4f0b6199e31
CANS_976e9b4e6e6a,,Assurer la compatibilité des systèmes avec les normes actuelles,,,hard,autre_hard,ROME,SKL_5a0d3928e0b0
CANS_55d45aa1cfea,,Proposer des solutions pour améliorer l'efficacité des systèmes,,,hard,autre_hard,ROME,SKL_fcefb3eebf42
CANS_eaba11538181,,Améliorer la performance des systèmes d'information,,,hard,autre_hard,ROME,SKL_a4da2d563269
CANS_d0a2f7e323c8,,Définir des stratégies de développement des compétences,,,hard,autre_hard,ROME,SKL_fc19a2dce331
CANS_972f13ca18d2,,Optimisation des processus IT,,,hard,autre_hard,ROME,SKL_61627903c9f3
CANS_f59bd84af560,,Gouvernance des systèmes d'information,,,hard,autre_hard,ROME,SKL_c376e9e44d7c
CANS_5e09c53456cb,,Gestion des services IT,,,hard,autre_hard,ROME,SKL_cb646823d052
CANS_79713cd032a2,,Configurer les équipements réseau et serveurs,,,hard,autre_hard,ROME,SKL_e84c1d440fc0
CANS_f5207a575a48,,Respecter les délais de mise en œuvre des projets,,,hard,autre_hard,ROME,SKL_0f0615dca70a
CANS_bf68812d1bb9,,Concevoir des architectures réseau optimisées,,,hard,autre_hard,ROME,SKL_d65826e1ddb7
CANS_1c43c6ba7ef8,,Analyser les besoins de sécurité réseau,,,hard,autre_hard,ROME,SKL_e28b22cef309
CANS_9b58aa1fad6a,,Tester les nouvelles technologies avant déploiement,,,hard,autre_hard,ROME,SKL_db1c5c02b636
CANS_069a629aaca4,,Audit des systèmes d'information,,,hard,autre_hard,ROME,SKL_35274ac6d042
CANS_ba03119a037d,,Planification de la capacité des systèmes,,,hard,autre_hard,ROME,SKL_564be80039a5
CANS_85ef717c0026,,Optimisation de la performance réseau,,,hard,autre_hard,ROME,SKL_47456de1a31d
CANS_e3b94bb1cb5d,,Conception de systèmes informatiques,,,hard,autre_hard,ROME,SKL_8d5e3d46d5de
CANS_820315b6b7b5,,Architecture de solutions cloud,,,hard,autre_hard,ROME,SKL_d1d3f11f911c
CANS_db665285e213,,Analyse de la charge réseau,,,hard,autre_hard,ROME,SKL_6c22f89987fe
CANS_1a0a37eba4ea,,Gestion des politiques de sécurité,,,hard,autre_hard,ROME,SKL_e8753bac0597
CANS_c21b7def4316,,Surveillance et diagnostic réseau,,,hard,autre_hard,ROME,SKL_7286928ae501
CANS_a03b045926de,,BUT spécialité réseaux et télécommunications parcours pilotage de projets de réseaux,,,hard,autre_hard,ROME,SKL_df985448d849
CANS_3628093a79dd,,Assurer l'interconnexion des systèmes de communication professionnels d'entreprise aux réseaux publics,,,hard,autre_hard,ROME,SKL_8843604bec49
CANS_64d68a89b640,,Analyser et prévenir les risques,,,hard,autre_hard,ROME,SKL_9dd3cc464a9e
CANS_7bfa1b8ef02c,,Réaliser le suivi d'une équipe d'intervention,,,hard,autre_hard,ROME,SKL_0fa519efb0a1
CANS_bb051ca76b32,,Effectuer le suivi technique des produits et leur évolution auprès des clients,,,hard,autre_hard,ROME,SKL_73668f11760b
CANS_3c68c43e2aa5,,Concevoir et promouvoir une offre commerciale,,,hard,autre_hard,ROME,SKL_63c6ceb1b983
CANS_166f556849c1,,Assurer le suivi de la satisfaction clients,,,hard,autre_hard,ROME,SKL_374f8a113225
CANS_ce2a7be952dc,,Enregistrer et traiter les réclamations des clients et bénéficiaires,,,hard,autre_hard,ROME,SKL_3596ba346d29
CANS_b05c0ae837b2,,Favoriser des relations d'échanges et un climat de coopération,,,hard,autre_hard,ROME,SKL_8bf4b44dedc9
CANS_2ba43dbab1bf,,Etablir le planning et fixer les méthodes d'exécution du chantier,,,hard,autre_hard,ROME,SKL_8d29534b5a54
CANS_d516785e83e6,,Organiser les opérations à réaliser en vue de respecter les délais et les contraintes des chantiers,,,hard,langage_ou_techno_nommee,ROME,SKL_5ecb3ff07e0e
CANS_a71fbf76ed6c,,Analyser les informations relatives au déroulement de l'intervention en tenant compte des plans d'exécution et des schémas d'installation,,,hard,autre_hard,ROME,SKL_b5431af4b410
CANS_afddc0607a47,,Identifier les besoins en équipements et en matériels,,,hard,autre_hard,ROME,SKL_dcf917500236
CANS_ecfe15b8f860,,"Planifier et adapter si nécessaire, l'activité de l'équipe, assigner les tâches",,,hard,autre_hard,ROME,SKL_e82bc3f08fc6
CANS_2ce59279935d,,"Organiser les postes de travail et définir les process sur le chantier conformément aux normes de sécurité, de qualité et de budget prévues au cahier des charges",,,hard,autre_hard,ROME,SKL_8e9733edb1ad
CANS_3efb13524d18,,"Réévaluer l'étude technique, le budget prévisionnel et élaborer le budget détaillé du chantier (volume de matériaux, ressources nécessaires humaines et matérielles...)",,,hard,autre_hard,ROME,SKL_ba1eacf38f30
CANS_83aab72829db,,"Effectuer le suivi des travaux (animation des réunions de suivi hebdomadaires, rédaction des comptes rendus, gestion qualité, coût, délai, planification, gestion des aléas, constat contradictoire)",,,hard,autre_hard,ROME,SKL_1a9dbda64ad1
CANS_12642550fee0,,Contrôler les calendriers d'avancement des travaux et effectuer les ajustements nécessaires au respect des délais et du budget engagé,,,hard,autre_hard,ROME,SKL_aa086d4e5275
CANS_042dfbaa92df,,"Superviser et gérer les moyens organisationnels, techniques, humains, financiers, logistiques et de communication pour réaliser les objectifs",,,hard,autre_hard,ROME,SKL_11f256544b07
CANS_daacc77c1293,,"Suivre et valider les partenaires, fournisseurs, prestataires participants au projet",,,hard,autre_hard,ROME,SKL_4bb745c454e7
CANS_539d2b6bf330,,"Assurer les relations et le suivi avec les différentes parties prenantes du projet (sous-traitants, fournisseurs, clients finaux, collectivités, opérateurs)",,,hard,autre_hard,ROME,SKL_e460aa33bc0c
CANS_93055c7d058f,,Définir des stratégies de développement numérique,,,hard,autre_hard,ROME,SKL_3f619e900ec5
CANS_445631da8a07,,Superviser l'implémentation de solutions numériques,,,hard,autre_hard,ROME,SKL_cb922dde6dde
CANS_f311f8be0012,,Promouvoir des initiatives de connectivité,,,hard,autre_hard,ROME,SKL_371d2d8dc48f
CANS_2afb47c06983,,Gérer les crises et imprévus dans des projets connectés,,,hard,autre_hard,ROME,SKL_fd807535e995
CANS_988e6ffec2e9,,Négocier avec les fournisseurs et sous-traitants,,,hard,autre_hard,ROME,SKL_c34db34b21a4
CANS_827db9d26bc3,,"Organiser le personnel de chantier en assurant l'accueil, la relation avec les représentants du personnel, les interventions en cas d'incidents ou d'accidents",,,hard,autre_hard,ROME,SKL_5d7d3679b54f
CANS_21ee49ac1e77,,Coordonner la sécurité d'un chantier,,,hard,autre_hard,ROME,SKL_eb8d3b879e45
CANS_e1702f07b189,,"Recueillir et définir les besoins de l'entreprise, des clients, des utilisateurs en matière de smart systems (capacité, fiabilité, sécurité, ..)",,,hard,autre_hard,ROME,SKL_aeb05c89456d
CANS_bdb9779dcb6c,,Evaluer les performances de l'équipe à travers des indicateurs clés,,,hard,autre_hard,ROME,SKL_774a33e6221a
CANS_fd037925e65d,,Assurer la conformité des pratiques avec les réglementations en vigueur,,,hard,autre_hard,ROME,SKL_5b76057f21f5
CANS_4544770b09a4,,Normes d'hygiène et de sécurité,,,hard,autre_hard,ROME,SKL_5ffe272cbcae
CANS_e21af6e85f9b,,Lecture de plans et de schémas,,,hard,autre_hard,ROME,SKL_19801915402a
CANS_1b0f28642ba1,,Technologies télécoms,,,hard,autre_hard,ROME,SKL_30db2a94390e
CANS_be8e9f48eaed,,Management stratégique,,,hard,autre_hard,ROME,SKL_0d1935086540
CANS_714a80a7570e,,Management opérationnel,,,hard,autre_hard,ROME,SKL_f610ad4acc46
CANS_815ca737ec55,,Gestion de projets territoriaux,,,hard,autre_hard,ROME,SKL_efc4753de380
CANS_acfed9121340,,Planification stratégique urbaine,,,hard,autre_hard,ROME,SKL_784ff2d0ba34
CANS_85119704b22d,,Infrastructures numériques,,,hard,autre_hard,ROME,SKL_b8592ee0e3cc
CANS_afda01efa404,,Techniques de médiation communautaire,,,hard,autre_hard,ROME,SKL_df62f5693b4b
CANS_3c9d87730e7e,,Mastère spécialisé manager de projet d'innovation,,,hard,autre_hard,ROME,SKL_0ce696b2f02b
CANS_84f1f409ee47,,Mastère spécialisé manager les projets et la transformation,,,hard,autre_hard,ROME,SKL_8a1f7f704859
CANS_467310fba44b,,Analyser les besoins des utilisateurs pour orienter le développement,,,hard,autre_hard,ROME,SKL_0c066166d743
CANS_8acf66b3937f,,Optimisation de performances informatiques,,,hard,autre_hard,ROME,SKL_2fcf670fdf41
CANS_17db02a2b501,,Développer des stratégies de tests adaptatives,,,hard,autre_hard,ROME,SKL_be435aff4951
CANS_1de60f15554c,,Documenter les processus qualité pour le développement logiciel,,,hard,autre_hard,ROME,SKL_0f313c2eb64b
CANS_995c8a1c70bf,,Optimiser les processus de tests pour garantir la qualité,,,hard,autre_hard,ROME,SKL_803f1fd7d834
CANS_3984248290d8,,Assurer la conformité des logiciels aux normes de qualité,,,hard,autre_hard,ROME,SKL_bb5e2b6f3d6b
CANS_9a07151ea3a9,,Auditer régulièrement les pratiques de développement,,,hard,autre_hard,ROME,SKL_7e751ab50050
CANS_e2ca8c8bbc40,,Evaluer et sélectionner des outils de gestion de qualité,,,hard,autre_hard,ROME,SKL_a2962e817d63
CANS_d2a55dac4a70,,Basic,,,hard,autre_hard,ROME,SKL_6042bb418c66
CANS_8e127e645915,,Audit de sécurité,,,hard,autre_hard,ROME,SKL_c1da67d2339e
CANS_9438726364d8,,Capacité d'analyse de code,,,hard,autre_hard,ROME,SKL_206c3bfe3cf9
CANS_740b804b3de3,,Connaissance des principes de l'intégration continue,,,hard,autre_hard,ROME,SKL_de25c8db4c2b
CANS_f00ee2ad4d77,,Gérer les sauvegardes de données et les plans de récupération,,,hard,autre_hard,ROME,SKL_f99667b02444
CANS_a39a09281f74,,Réaliser la maintenance des serveurs et de la base de données,,,hard,autre_hard,ROME,SKL_c037fe98ced1
CANS_3aec31b7fb54,,Analyser et contrôler une consommation d'énergie,,,hard,autre_hard,ROME,SKL_14953561d16e
CANS_5977185b27ee,,Analyser les journaux de serveurs pour détecter des anomalies,,,hard,autre_hard,ROME,SKL_86d839fcebbc
CANS_1376f758a2b3,,Communiquer efficacement avec les fournisseurs,,,hard,autre_hard,ROME,SKL_fb5b85a2dedb
CANS_3cdab9b29c9c,,Appliquer des mises à jour de sécurité sur les serveurs,,,hard,autre_hard,ROME,SKL_6abea51b4853
CANS_52550be1a175,,Implémenter des solutions pour améliorer la redondance des données,,,hard,autre_hard,ROME,SKL_42f12bab52d5
CANS_bd97f80a094f,,Argumenter pour l'adoption de nouvelles technologies,,,hard,autre_hard,ROME,SKL_f151d9b83670
CANS_3a01b8ce396c,,Maintenance de serveurs,,,hard,autre_hard,ROME,SKL_71d293ec927b
CANS_eca8760124b9,,Gestion de la sécurité des réseaux,,,hard,autre_hard,ROME,SKL_36fb0f1fd124
CANS_5d81c0ab180e,,Analyse de la capacité des systèmes informatiques,,,hard,autre_hard,ROME,SKL_3c9456a6fa89
CANS_d7668fec64a8,,Déploiement de mises à jour de sécurité,,,hard,autre_hard,ROME,SKL_c11d02192449
CANS_44eed2e0624e,,Gestion des accès utilisateurs et des droits,,,hard,autre_hard,ROME,SKL_4e0554883b86
CANS_78f73abf968a,,Conception de systèmes de détection d'intrusions,,,hard,autre_hard,ROME,SKL_45c78a7b98e4
CANS_0015013e6f94,,Formation des utilisateurs sur les pratiques de sécurité,,,hard,autre_hard,ROME,SKL_7baa0fa52cf4
CANS_e01b91ada3a3,,"Licence pro mention systèmes automatisés, réseaux et informatique industrielle",,,hard,autre_hard,ROME,SKL_fd98c6f9b24d
CANS_16676991ceca,,Certificat complémentaire de spécialisation administrer les serveurs Linux,,,hard,langage_ou_techno_nommee,ROME,SKL_504f55044bd1
CANS_910d88e9192e,,"Concevoir des consignes, procédures, cahiers des charges, rapports d'études à partir des résultats de tests et d'essais",,,hard,autre_hard,ROME,SKL_0fcc7a1fffb7
CANS_39ba23a95e78,,Superviser un projet d'étude et développement,,,hard,autre_hard,ROME,SKL_a4987ab10340
CANS_8f534f5e1ad4,,"Analyser, résoudre un problème courant ou complexe",,,hard,autre_hard,ROME,SKL_1e553713d955
CANS_6d1fc5fd9c9d,,Réaliser une opération de maintenance,,,hard,autre_hard,ROME,SKL_c88c6e548f99
CANS_319c71d317b9,,"Réaliser une étude d'ergonomie, analyser les usages",,,hard,autre_hard,ROME,SKL_4fe6e4bc1832
CANS_0110d1ddc022,,"Contrôler des indicateurs de performance, analyser et corriger des écarts",,,hard,autre_hard,ROME,SKL_fcb2a53ecb06
CANS_5f0167176ad3,,Coordonner l'intervention d'équipes pluridisciplinaires,,,hard,autre_hard,ROME,SKL_9de84bb91808
CANS_d77c7118eae2,,Superviser des responsables de projets ou d'activités,,,hard,autre_hard,ROME,SKL_10d632f32efb
CANS_1aae74e7683e,,Conduire des études pour l'amélioration continue,,,hard,autre_hard,ROME,SKL_89d8159de70d
CANS_1aaff321fd0d,,Participer aux études de faisabilité technique et financière,,,hard,autre_hard,ROME,SKL_558cbe6017f7
CANS_4043cd9a5868,,Programmation en JavaScript,,,hard,langage_ou_techno_nommee,ROME,SKL_ec2913be313b
CANS_ba0edeba2854,,Virtualisation des serveurs,,,hard,autre_hard,ROME,SKL_529139ddf6af
CANS_038fdca087b2,,Planification stratégique des SI,,,hard,autre_hard,ROME,SKL_e22a51924e6a
CANS_72fd9cfe68b9,,Architecture des systèmes d'information,,,hard,autre_hard,ROME,SKL_84fc308abb15
CANS_702a9e37f4d3,,Gestion des risques et planification stratégique IT,,,hard,autre_hard,ROME,SKL_849c9b47421f
CANS_0b2d5bd383a3,,"Réaliser les rapports de contrôles et de diagnostics d'anomalie ou de risque et les transmettre aux services production, maintenance, sécurité..",,,hard,autre_hard,ROME,SKL_2a195ebb73ee
CANS_2f42d6719359,,"Recueillir et définir les besoins de l'entreprise, des clients, des utilisateurs en matière de systèmes télécoms (capacité, fiabilité, sécurité, ...)",,,hard,autre_hard,ROME,SKL_f97c4bc07fef
CANS_a9d333c6cb7a,,Régler et contrôler les installations,,,hard,autre_hard,ROME,SKL_c2b4c782bd87
CANS_bb3c7cb1854f,,Gérer le cycle de vie de la donnée conformément aux directives inscrites dans le RGPD,,,hard,autre_hard,ROME,SKL_ec9fe1d11279
CANS_c8b0c121f24e,,Analyser les besoins client pour un projet IoT,,,hard,autre_hard,ROME,SKL_0279272fa87d
CANS_879b071ee810,,Intégrer des solutions de sécurité pour les dispositifs IoT,,,hard,autre_hard,ROME,SKL_d5f5f5bacdce
CANS_d78d75d9ce03,,Développer des interfaces de communication entre dispositifs,,,hard,autre_hard,ROME,SKL_4ff2f89de3a1
CANS_6f4328541949,,Optimiser la consommation énergétique des systèmes IoT,,,hard,autre_hard,ROME,SKL_2276dc547a34
CANS_aca232774b0b,,Organiser les opérations de maintenance,,,hard,autre_hard,ROME,SKL_9de604f5814c
CANS_0066e9ac6bf4,,"Faire preuve de curiosité, d'ouverture d'esprit",,,soft,soft_transversale,ROME,SKL_716cc6ef3d57
CANS_4ac2a890c8fd,,Traitement du signal numérique,,,hard,autre_hard,ROME,SKL_8dfa06dfb306
CANS_b7240756a1de,,Connectique,,,hard,autre_hard,ROME,SKL_e8515ba364e5
CANS_ead33c6b6a21,,Optimisation énergétique des processus électriques,,,hard,autre_hard,ROME,SKL_df726b64b519
CANS_3c5e7c9f8e2b,,Déploiement de réseau,,,hard,autre_hard,ROME,SKL_cd57a7447993
CANS_4db0f7f7c729,,Cryptographie appliquée,,,hard,autre_hard,ROME,SKL_57c54a05d5fc
CANS_d8836a8f653e,,Protocoles de communication IoT,,,hard,autre_hard,ROME,SKL_dfbb7c0a45ea
CANS_3210eba24758,,Sécurité des réseaux IoT,,,hard,autre_hard,ROME,SKL_3ac625519d4d
CANS_165995c3c891,,Design de l'expérience utilisateur pour IoT,,,hard,autre_hard,ROME,SKL_4532ce8d5331
CANS_fe93ffedb9df,,Gestion de projets IoT,,,hard,autre_hard,ROME,SKL_6d6eee55d5bd
CANS_2ea9b15a00a9,,Maintenance de systèmes IoT,,,hard,autre_hard,ROME,SKL_5455940a3950
CANS_57905adba6d9,,Connaissance des standards IoT,,,hard,autre_hard,ROME,SKL_647b0630dfd7
CANS_54636700bea3,,Plateformes IoT,,,hard,autre_hard,ROME,SKL_66ce85f4c32b
CANS_5cd762d397e4,,Architecte internet des objets (IoT),,,hard,autre_hard,ROME,SKL_9185820bc4f6
CANS_6c3bba83341a,,Expert des systèmes connectés (IoT),,,hard,autre_hard,ROME,SKL_6cbb204587ab
CANS_8babafc9c42d,,Mastère spécialisé innovative and secure IoT systems,,,hard,autre_hard,ROME,SKL_4d7e534b3c6b
CANS_d315dc764dc3,,Mastère spécialisé smart systems and IoT,,,hard,autre_hard,ROME,SKL_2753a927251c
CANS_6a6271669f7c,,Architecture de systèmes informatiques,,,hard,autre_hard,ROME,SKL_65f1fc2ad6b1
CANS_4655bc2cbca1,,"Conseiller en matière de prévention, de sécurité et de facteurs de risque",,,hard,autre_hard,ROME,SKL_0c53af629c20
CANS_26e3cc700113,,"Réaliser ou participer à la réalisation d'études de risques (identification, recensement, évaluation, ...)",,,hard,autre_hard,ROME,SKL_03aa3f546a79
CANS_ef40c26324e6,,Définir des mesures de prévention des risques,,,hard,autre_hard,ROME,SKL_12329647caf3
CANS_503dde0cb883,,Déterminer des axes d'évolution technologiques,,,hard,autre_hard,ROME,SKL_df2c97443b79
CANS_bb8787444bba,,Mettre en place des mesures de sécurité,,,hard,autre_hard,ROME,SKL_a7cf69b7b7c6
CANS_bef48d9bc380,,Former et informer les salariés pour les sensibiliser à la prévention des risques,,,hard,autre_hard,ROME,SKL_922392475a4d
CANS_2259993aebd4,,Piloter un audit interne de sécurité réalisé par un prestataire externe,,,hard,autre_hard,ROME,SKL_22457766b92a
CANS_b59fc8a671e8,,Déployer des modes de fonctionnement dégradés (solution d'attente) d'un équipement informatique ou bureautique,,,hard,autre_hard,ROME,SKL_6cd52c1c0afc
CANS_27752580588c,,Assister la mise en place d'actions de prévention des risques,,,hard,autre_hard,ROME,SKL_cd2b100ed983
CANS_5626e0538115,,Garder son sang-froid dans une gestion de crise,,,hard,autre_hard,ROME,SKL_5f4692a8f0df
CANS_69311aba62a7,,Concevoir des architectures de sécurité,,,hard,autre_hard,ROME,SKL_6676c5de683d
CANS_28877561d296,,Analyseur de protocole de télécommunication,,,hard,autre_hard,ROME,SKL_95ec86a2a35e
CANS_216e545f4aa0,,Sécurité physique des datacenters,,,hard,autre_hard,ROME,SKL_9863ff783fb2
CANS_9d3ea875f0f6,,Norme ISO/IEC 27001,,,hard,autre_hard,ROME,SKL_5dd3097203e5
CANS_e9a1c4536c9a,,Informations chiffrées ou codées,,,hard,autre_hard,ROME,SKL_77b9b66c14e0
CANS_3fb02141bb6f,,Firewalls et systèmes de détection d'intrusions,,,hard,autre_hard,ROME,SKL_49075ebdda5b
CANS_6e202f910e94,,Test de pénétration et évaluation de la sécurité,,,hard,autre_hard,ROME,SKL_8ba7f8a08d26
CANS_fe6604c9e0ee,,Logiciels anti-virus et anti-malware,,,hard,autre_hard,ROME,SKL_2b50a5ea9567
CANS_e3233df9cce5,,"EDR, NDR, XDR, scanner de vulnérabilité",,,hard,autre_hard,ROME,SKL_0b87279b65d3
CANS_f6dab918239a,,Mastère spécialisé cybersécurité du numérique,,,hard,autre_hard,ROME,SKL_a1c7227b7388
CANS_574ea4ad9388,,Traiter les demandes de support technique,,,hard,autre_hard,ROME,SKL_3ce0170a492d
CANS_c308106967cf,,Piloter une activité,,,hard,autre_hard,ROME,SKL_6ba6e853f2c1
CANS_db9b8a1bda00,,Concevoir et déployer des outils de communication,,,hard,autre_hard,ROME,SKL_d87c5630971b
CANS_7c44659a8bf7,,Assurer la maintenance préventive des réseaux,,,hard,autre_hard,ROME,SKL_f85cad259b00
CANS_f47632acea3f,,Surveiller la performance des systèmes de communication,,,hard,autre_hard,ROME,SKL_858a05f2eda9
CANS_a33f571b8822,,Collaborer avec les équipes pour intégrer de nouvelles solutions,,,hard,autre_hard,ROME,SKL_51b25fc15841
CANS_471783a3cc62,,Communiquer efficacement les mises à jour techniques,,,hard,autre_hard,ROME,SKL_9c1e7a360222
CANS_4cd932a8a10f,,Respecter les normes de sécurité des données,,,hard,autre_hard,ROME,SKL_7ecd513902be
CANS_26813ea985a7,,Master mention culture et communication,,,hard,autre_hard,ROME,SKL_35e6d0067878
CANS_19f8a253cf69,,Actualiser des bases de données,,,hard,autre_hard,ROME,SKL_9f0a18350686
CANS_e171e286de78,,Documenter les procédures d'installation et de maintenance des logiciels,,,hard,autre_hard,ROME,SKL_5a22c2c2a5d1
CANS_0c409c50657d,,Développer des interfaces utilisateur ergonomiques,,,hard,autre_hard,ROME,SKL_2b2b654f2551
CANS_62575237140e,,Configurer les serveurs pour améliorer la capacité de traitement,,,hard,autre_hard,ROME,SKL_636a809e8fda
CANS_87fc78bcd907,,Big Data,,,hard,autre_hard,ROME,SKL_11589d9da89c
CANS_0b07217a6179,,Mettre à jour les systèmes de messagerie pour assurer la compatibilité avec les nouveaux logiciels,,,hard,autre_hard,ROME,SKL_a6c93d3ce042
CANS_f698d8b63cee,,Former les utilisateurs à l'utilisation efficace des outils de messagerie,,,hard,autre_hard,ROME,SKL_4490884e4ba9
CANS_d8efc48bebf0,,Diagnostiquer et résoudre les problèmes techniques liés à la messagerie,,,hard,autre_hard,ROME,SKL_bc97d126b66f
CANS_32815a29180b,,Assurer la maintenance préventive des systèmes de messagerie pour éviter les pannes,,,hard,autre_hard,ROME,SKL_0befd95d88ad
CANS_fd09fb7f39f5,,Analyser les tendances d'utilisation de la messagerie pour prévoir les besoins futurs,,,hard,autre_hard,ROME,SKL_84cc626ae81f
CANS_8811a246f6fc,,Mise à jour de logiciels de sécurité,,,hard,autre_hard,ROME,SKL_f4d9138fe9d7
CANS_ea3e83fbd363,,Planification de sauvegardes régulières,,,hard,autre_hard,ROME,SKL_ed75f05a9d57
CANS_1738c0f8e226,,Configuration de filtres anti-spam,,,hard,autre_hard,ROME,SKL_d38ae393b154
CANS_824d56270a64,,Optimisation de la délivrabilité des emails,,,hard,autre_hard,ROME,SKL_3031b45f036d
CANS_1c99159447e6,,Formation des utilisateurs sur les bonnes pratiques,,,hard,autre_hard,ROME,SKL_8b9e5913b1dc
CANS_3449a00b2555,,Surveillance du respect des politiques de sécurité,,,hard,autre_hard,ROME,SKL_33311e80b6a6
CANS_5fc0c98a3c13,,Licence pro mention logistique et systèmes d'information,,,hard,autre_hard,ROME,SKL_58bc9e6f2a6c
CANS_258c0a6d64fd,,Réaliser des prototypes,,,hard,autre_hard,ROME,SKL_5dd237678232
CANS_899b6107c534,,Réaliser un maquettage d'applications interactives,,,hard,autre_hard,ROME,SKL_c9cc9c5cca93
CANS_5b55c7fd390a,,Tester l'accessibilité et la fonctionnalité de produits multimédias,,,hard,autre_hard,ROME,SKL_f2e97902320c
CANS_3a483525f176,,Communiquer efficacement les concepts de design aux clients,,,hard,autre_hard,ROME,SKL_aa82465c6634
CANS_d98e981bdb88,,Respecter les délais et les spécifications des projets multimédias,,,hard,autre_hard,ROME,SKL_8edbc27a100c
CANS_4e9c27bc333e,,Construire son réseau professionnel dans le secteur multimédia,,,hard,autre_hard,ROME,SKL_aecb969da687
CANS_bc788d23fb6f,,Médias,,,hard,autre_hard,ROME,SKL_e283eafc4854
CANS_85e73f2ef077,,Développement de logiciels personnalisés,,,hard,autre_hard,ROME,SKL_c4a4da06d16a
CANS_7fe57b179b77,,Optimisation SEO pour le multimédia,,,hard,autre_hard,ROME,SKL_d5f687bcf732
CANS_aa83bbefe8ae,,Expert en sciences des données,,,hard,autre_hard,ROME,SKL_18bb4af02112
CANS_abb59acfb322,,Design d'expérience utilisateur,,,hard,autre_hard,ROME,SKL_d9c992aa33b1
CANS_2894a70bf2da,,Bachelor en sciences et ingénierie - multimédia et technologie de l'information,,,hard,autre_hard,ROME,SKL_34937e944307
CANS_1c5b7f99c38e,,Mastère spécialisé concepteur de projet digital - création et production multimédia,,,hard,autre_hard,ROME,SKL_967b48bd60ab
CANS_22a531804086,,Techniques de l'animation 2D et 3D,,,hard,autre_hard,ROME,SKL_176ad1c3e488
CANS_98f2d4e17046,,Traiter des données,,,hard,autre_hard,ROME,SKL_4d3a04f16f8c
CANS_1744d1eb79ce,,Réaliser un audit,,,hard,autre_hard,ROME,SKL_9f2f14f94c85
CANS_c89a66839f3c,,Améliorer les processus de reporting financier,,,hard,autre_hard,ROME,SKL_d46797215222
CANS_eb3a1cf80eab,,Mettre en place des outils d'aide à la décision,,,hard,autre_hard,ROME,SKL_42368989738e
CANS_b75a805348e4,,Analyser les tendances du marché pour anticiper les besoins,,,hard,autre_hard,ROME,SKL_a286aef75165
CANS_493bbeba30f3,,Assurer le suivi des chiffres de vente et réaliser le reporting associé,,,hard,autre_hard,ROME,SKL_45362ec46951
CANS_2fb77a1f4671,,Garantir la confidentialité des informations,,,hard,autre_hard,ROME,SKL_688bc87b53af
CANS_3ccbb7927fd7,,Concevoir des systèmes de reporting pour le suivi des performances,,,hard,autre_hard,ROME,SKL_7816c5e36c0f
CANS_b8319143a265,,Evaluer l'efficacité des outils analytiques,,,hard,autre_hard,ROME,SKL_4b1e5eebad45
CANS_1786bec5799f,,Collaborer avec les équipes pour comprendre les besoins en données,,,hard,autre_hard,ROME,SKL_8b5b2d8924ba
