unified_id,primary_label_en,primary_label_fr,alt_labels_en,alt_labels_fr,hard_soft,it_subtype,sources,member_entity_ids,wikidata_qid,wikidata_url,wikidata_description,description,description_source
USKL_8f7b4b31a077,Secure software development,Développement sécurisé de logiciels,,,hard,security,ROME,SKL_fda061f604d7,,,,Secure software development is the practice of integrating security measures into software development lifecycle to prevent vulnerabilities.,llm
USKL_3295b53d8b6a,Training in computer security,Formation à la sécurité informatique,,Formation en sécurité informatique,hard,security,ROME,SKL_142ecd5caecd | SKL_cdf7a7c6e544,,,,Training in computer security focuses on protecting systems from cyber threats.,llm
USKL_1a6ba8ec2e27,Security of mobile applications and communications,Sécurité des applications et des communications mobiles,,,hard,security,ROME,SKL_13dfc84e9918,,,,Skill involves securing mobile apps and communications against threats.,llm
USKL_a2d7bb65a236,Certificate of competence as a cybersecurity analyst,Certificat de compétence analyste en cybersécurité,,,hard,security,ROME,SKL_fa85f62abd20,,,,Certificate of competence as a cybersecurity analyst demonstrates proficiency in security domains and practices.,llm
USKL_a9d9c42e6e35,Professional certificate micro-network and internet maintenance technician specialization Cybersecurity of PME,Certificat professionnel technicien de maintenance micro réseaux et internet spécialisation cybersécurité des PME,,,hard,security,ROME,SKL_9e44f1a83819,,,,Professional certificate in micro-network and internet maintenance with cybersecurity specialization for PME,llm
USKL_e34fa7365872,Master's degree in cybersecurity,Mastère spécialisé cybersécurité,,,hard,security,ROME,SKL_5cfc886928c0,,,,Master's degree in cybersecurity indicates advanced knowledge and skills in security and cybersecurity fields.,llm
USKL_99c0ed8b345f,Master's degree in cybersecurity and cyber defence,Mastère spécialisé cybersécurité et cyberdéfense,,,hard,security,ROME,SKL_62827ffe006a,,,,Master's degree in cybersecurity and cyber defense qualifies one for advanced roles in security domains.,llm
USKL_096b593c5fe9,Master's degree in computer security,Mastère spécialisé sécurité informatique,,,hard,security,ROME,SKL_ce698643caa7,,,,Master's degree in computer security qualifies one for advanced roles in cybersecurity domains.,llm
USKL_2c7953ef4668,Assembly of software components,Assembler des composants logiciels,,,hard,programming_languages,ROME,SKL_e3ffa637f06a,,,,Skill involves combining software components to create functional applications.,llm
USKL_1fe438cd805e,Promote a culture of continuous improvement within the team,Promouvoir une culture d'amélioration continue au sein de l'équipe,,,hard,other_hard,ROME,SKL_5db7a3104ccd,,,,Skill involves fostering an environment where team members regularly seek ways to enhance processes and outcomes continuously.,llm
USKL_e71683ccf779,Integrating regulatory standards and international standards,Intégrer les normes réglementaires et standards internationaux,,,hard,other_hard,ROME,SKL_ae0fb11f850c,,,,Skill involves aligning regulatory and international standards in various technical domains.,llm
USKL_20f5171b3a5b,Analysis of user needs for software creation,Analyser les besoins des utilisateurs pour la création de logiciels,,,hard,programming_languages,ROME,SKL_ef7120692aa1,,,,Analysis of user needs for software creation is user interface/user experience design in software development domain.,llm
USKL_814afd029a82,Managing software versions and their compatibility,Gérer les versions de logiciels et leur compatibilité,,,hard,programming_languages,ROME,SKL_b2a5621dbc23,,,,Managing software versions and their compatibility is a skill in programming and software development.,llm
USKL_435a8e9ebab1,Documenting development and operation procedures,Documenter les procédures de développement et d'exploitation,,,hard,programming_languages,ROME,SKL_ca081f568434,,,,Skill involves documenting software development and operational procedures.,llm
USKL_488c6c4d7edb,Assessment of risks related to the security of information systems,Evaluer les risques liés à la sécurité des systèmes d'information,,,hard,security,ROME,SKL_9131c82684c0,,,,Risk assessment in information security systems,llm
USKL_4e9160e9f823,Improve the effectiveness of development teams with appropriate tools,Améliorer l'efficacité des équipes de développement par des outils adaptés,,,hard,programming_languages,ROME,SKL_37921c7f6ff2,,,,Skill: Utilizing tools to enhance software development team productivity,llm
USKL_3f571a44e0c3,Facilitating interdisciplinary cooperation in development projects,Faciliter la collaboration interdisciplinaire dans les projets de développement,,,hard,programming_languages,ROME,SKL_49b0c8b9195c,,,,Skill involves fostering collaboration between technical and non-technical team members in software development projects.,llm
USKL_5c83d463e52d,Testing and validating software functionality,Tester et valider les fonctionnalités du logiciel,,,hard,programming_languages,ROME,SKL_4ebb7bf93e2f,,,,Testing and validating software functionality is a process in programming and software development ensuring software works as intended.,llm
USKL_2582bf67df07,Facilitating communication between teams,Faciliter la communication entre les équipes,,,hard,other_hard,ROME,SKL_669e77f27226,,,,Skill facilitating cross-team dialogue within IT domains.,llm
USKL_9ca4d0753e8b,Facilitating the adoption of new technologies,Faciliter l'adoption de nouvelles technologies,,,hard,other_hard,ROME,SKL_d7e6fb11caa3,,,,Skill involves promoting and integrating new technologies into organizational practices.,llm
USKL_639fe9a14a7b,Formalisation of management processes,Formalisation de processus de gestion,,,hard,other_hard,ROME,SKL_7faca9920fa3,,,,Formalisation of management processes refers to the systematic process of defining and documenting procedures for better organizational efficiency.,llm
USKL_ee887af43392,Logistical quality assurance (AQL),Assurance Qualité Logicielle (AQL),,,hard,programming_languages,ROME,SKL_ba79d4f9beaf,,,,Logistical quality assurance AQL is a software testing metric for batch acceptance.,llm
USKL_5841f93e0a0d,Design of databases,Conception de bases de données,,,hard,data_databases,ROME,SKL_2bbf5ba2b7af,,,,Design of databases involves creating database schemas and structures for efficient data storage and retrieval.,llm
USKL_79bc2acb7e6c,Optimization of code for embedded systems,Optimisation de code pour systèmes embarqués,,,hard,other_hard,ROME,SKL_838c826bd8b4,,,,Optimization of code for embedded systems involves improving software performance within resource-constrained devices.,llm
USKL_102db9fabe76,Front-end and back-end development,Développement front-end et back-end,,,hard,web,ROME,SKL_c1424d88cb74,,,,Front-end and back-end development encompasses web and mobile application programming on both client and server sides.,llm
USKL_2c8257b23ed0,Carrying out periodic safety audits,Réaliser des audits de sécurité périodiques,,,hard,security,ROME,SKL_eeab73e4076a,,,,Skill involves conducting scheduled security audits to ensure compliance and identify vulnerabilities.,llm
USKL_587c92311eec,Preparation of safety reports,Rédiger des rapports de sécurité,,,hard,security,ROME,SKL_e2f9706ac371,,,,Preparation of safety reports is a skill in security and cybersecurity for documenting safety measures and incidents.,llm
USKL_c974643bd867,"Defining or updating security measures and standards (charter), consistent with the nature of the business and its exposure to computer risks","Définir ou faire évoluer les mesures et les normes de sécurité (charte), en cohérence avec la nature de l'activité de l'entreprise et son exposition aux risques informatiques",,,hard,security,ROME,SKL_a276e4bd1acd,,,,,
USKL_2ad22a0016d3,Respect for data security and confidentiality standards,Respecter les normes de sécurité et de confidentialité des données,,,hard,security,ROME,SKL_b41808d259fe,,,,Respect for data security and confidentiality standards is crucial in maintaining cybersecurity practices.,llm
USKL_6b1c81ad65a5,Analyzing security needs for websites,Analyser les besoins de sécurité pour les sites web,,,hard,security,ROME,SKL_6266025cd7ab,,,,Analyzing security needs for websites is a skill in cybersecurity assessing website vulnerabilities and requirements for protection.,llm
USKL_e9bfb02eaf44,Monitoring the security of e-mail systems to prevent intrusion,Surveiller la sécurité des systèmes de messagerie pour prévenir les intrusions,,,hard,security,ROME,SKL_f4d8eddeb357,,,,Security analyst specializing in email system monitoring for intrusion prevention,llm
USKL_061bb0a0702d,Conduct safety audits of cloud infrastructures,Réaliser des audits de sécurité des infrastructures cloud,,,hard,security,ROME,SKL_018846cc6451,,,,Conducting safety audits of cloud infrastructures involves assessing security measures for cloud services to ensure compliance and protect data.,llm
USKL_47f60dbb86e5,Ensure the updating of security system software,Assurer la mise à jour des logiciels de systèmes de sécurité,,,hard,security,ROME,SKL_512759dbd051,,,,Skill involves keeping security system software up to date for protection updates.,llm
USKL_eb7eff181a61,Identify security software needs,Identifier les besoins en logiciel de sécurité,,,hard,security,ROME,SKL_d1492f752830,,,,Skill involves assessing organization's need for appropriate security software solutions.,llm
USKL_c1b04c47d8b7,Raising awareness of computer security,Sensibiliser à la sécurité informatique,,,hard,security,ROME,SKL_53afca1bd26f,,,,Skill involves educating others about computer security measures and risks,llm
USKL_04b99d56369b,Getting Acquainted with Responsibilities,Faire preuve de sens des responsabilités,,,soft,soft_transversal,ROME,SKL_577fdca2f930,,,,,
USKL_6a6fe0139b3d,Be responsive,Faire preuve de réactivité,,,soft,soft_transversal,ROME,SKL_a894ce0c3efa,,,,,
USKL_0a3b52ae6f2a,Technological surveillance of computer security,Veille technologique en sécurité informatique,,,hard,security,ROME,SKL_aaa77a415df9,,,,Technological surveillance of computer security involves monitoring and protecting networks and systems against unauthorized access using technical tools and methods.,llm
USKL_3d13876d2a9a,Analysis of computer security risks,Analyse de risques en sécurité informatique,,,hard,security,ROME,SKL_3ee2841813d3,,,,Skill involves assessing potential threats to computer systems for security breaches.,llm
USKL_daaac8616b31,Safety of operating systems,Sécurité des systèmes d'exploitation,,,hard,security,ROME,SKL_792409002f47,,,,Skill involves assessing and ensuring operational stability and security of software systems against threats.,llm
USKL_ed06893b2028,Updating of network security systems,Mise à jour des systèmes de sécurité réseau,,,hard,security,ROME,SKL_b376e1dfa193,,,,Updating network security systems is maintaining and enhancing cybersecurity defenses against new threats.,llm
USKL_2d2dd6bd22ef,Security of applications,Sécurité des applications,,,hard,security,ROME,SKL_80ae25a6be4c,,,,Security of applications involves protecting software systems from unauthorized access and cyber threats.,llm
USKL_b5c0c9d4af45,Assessment of security risks Information and telecommunications,Evaluation de risques sécurité Informatique et Télécoms,,,hard,security,ROME,SKL_79b58233d0b2,,,,Assessment of security risks involves evaluating potential threats in information and telecommunications domains.,llm
USKL_e78391087e8e,Cybersecurity techniques,Techniques de cybersécurité,,,hard,security,ROME,SKL_778fcb70af75,,,,"Cybersecurity techniques refer to methods and practices used to protect systems, networks, and data from cyber attacks.",llm
USKL_a54ab015b4c6,Cybersecurity rules,Règles de cybersécurité,,,hard,security,ROME,SKL_0abce6a5e117,,,,Cybersecurity rules refer to regulations and standards designed to protect against cyber threats.,llm
USKL_dc7e187e9f79,BUT specialty networks & telecommunications course Cybersecurity,BUT spécialité réseaux & télécommunications parcours cybersécurité,,,hard,security,ROME,SKL_aa6476815bce,,,,Cybersecurity specialist focusing on specialty networks and telecommunications courses.,llm
USKL_78e4584c0bae,Cybersecurity technician,Technicien veilleur de cybersécurité,,,hard,security,ROME,SKL_31eabbd63b8b,,,,Cybersecurity technician implements and maintains security measures to protect networks and systems from cyber threats.,llm
USKL_46d65c1f69f8,Network systems and security technician,Technicien systèmes réseaux et sécurité,,,hard,security,ROME,SKL_b0961ef93ce0,,,,Network systems and security technician specializes in configuring and securing computer networks and systems.,llm
USKL_e5ca7db7196f,Operator in the field of cybersecurity,Opérateur en cybersécurité,,,hard,security,ROME,SKL_b5e2eabfea12,,,,Operator in cybersecurity oversees network security operations and incident response.,llm
USKL_796ef73d759d,Provide technical and commercial follow-up after-sales,Assurer le suivi technique et commercial après-vente,,,hard,other_hard,ROME,SKL_dfaa89024141,,,,Technical and commercial post-sale support constitutes this skill.,llm
USKL_1e4e60717e0f,"Advising an organisation, a structure","Conseiller une organisation, une structure",,,hard,other_hard,ROME,SKL_79d541d9118f,,,,Skill involves providing guidance and structuring organizational processes for efficiency enhancement,llm
USKL_91d66750c3f2,Develop prevention actions or rules,Elaborer des actions ou des règles de prévention,,,hard,other_hard,ROME,SKL_ce44576f5ec5,,,,Developing prevention actions or rules is a task often found in cybersecurity and IT risk management roles.,llm
USKL_6c4a0137604c,Control of data conformity,Contrôler la conformité des données,,,hard,data_databases,ROME,SKL_1c03993cf8b1,,,,Skill involves managing adherence to data standards and regulations within databases and data management systems.,llm
USKL_fa45d279783a,Presentation and promotion of a product or service,Présenter et valoriser un produit ou un service,,,hard,other_hard,ROME,SKL_3ab69fae4757,,,,Skill involves effectively presenting and promoting products or services to stakeholders.,llm
USKL_c2c18b51f2e7,Writing in one or more foreign languages,Ecrire une ou plusieurs langues étrangères,,,hard,other_hard,ROME,SKL_9d89af1377c3,,,,Skill involves fluency in writing in one or more foreign languages,llm
USKL_97da71baf839,Speaking one or more foreign languages,Parler une ou plusieurs langues étrangères,,,hard,other_hard,ROME,SKL_67a3838af16e,,,,Skill involves fluency in communicating in multiple languages beyond one's native tongue.,llm
USKL_cfbd752036d9,Proposing solutions to optimise system security,Proposer des solutions pour optimiser la sécurité des systèmes,,,hard,security,ROME,SKL_7b5a4a778a86,,,,Proposing solutions to optimize system security is a cybersecurity role.,llm
USKL_8fe10e086e35,Ensure compliance with development practices,Assurer la conformité des pratiques de développement,,,hard,programming_languages,ROME,SKL_a08e94b4aaea,,,,Ensuring adherence to coding standards and regulations within software development projects,llm
USKL_0e6031be8db8,Documenting quality and safety procedures,Documenter les procédures de qualité et de sécurité,,,hard,security,ROME,SKL_b2f4063943e9,,,,Skill involves documenting quality and safety procedures in security and cybersecurity domains.,llm
USKL_aa494e118b8d,Compliance with quality standards in software development,Respecter les normes de qualité dans le développement de logiciels,,,hard,programming_languages,ROME,SKL_37fdca7b390f,,,,Compliance with quality standards refers to adhering to specified quality criteria in software development.,llm
USKL_ca2a73960340,Establish performance indicators for quality monitoring,Mettre en place des indicateurs de performance pour le suivi qualité,,,hard,other_hard,ROME,SKL_47f830bd1f27,,,,Skill involves defining metrics to assess quality in various IT processes.,llm
USKL_6a7c984a3af6,Micro-computing,Micro-informatique,,,hard,other_hard,ROME,SKL_0862913cca95,,,,Micro-computing refers to the design and implementation of microcontrollers and embedded systems.,llm
USKL_c37efee496fb,Maintenance management,Gestion de la maintenance,,,hard,other_hard,ROME,SKL_4bcb9893893a,,,,Maintenance management involves overseeing upkeep and repairs across various IT systems and infrastructure.,llm
USKL_805b83c593ec,Software Engineering,Génie logiciel,software engineering,,hard,programming_languages,CSO | LIGHTCAST | ROME,SKL_c9bc6eeec34f | SKL_e2cebe10175b | SKL_e9cc4486875a,,,,Software Engineering is the domain of programming and software development focusing on the design and implementation of software solutions.,llm
USKL_467fcee5e612,Use of test frameworks,Utilisation de frameworks de test,,,hard,programming_languages,ROME,SKL_49a591dde20a,,,,Skill involves using predefined structures to automate testing in programming and software development.,llm
USKL_edd8b15db322,Mastery of continuous integration processes,Maîtrise des processus d'intégration continue,,,hard,other_hard,ROME,SKL_671d4ab5bd74,,,,Mastery of continuous integration processes facilitates seamless software development workflows.,llm
USKL_1e2d304c9730,In-depth knowledge of the API,Connaissance approfondie des API,,,hard,programming_languages,ROME,SKL_dee305721112,,,,In-depth knowledge of APIs enables effective integration and communication between software systems.,llm
USKL_eeeb7a5dc7ff,Unit tests and integration,Tests unitaires et d'intégration,,,hard,other_hard,ROME,SKL_0c4709c14a8c,,,,Unit tests and integration are methods for validating software components and their interactions.,llm
USKL_5dfba1a0ff90,Knowledge of the DevOps principles,Connaissance des principes DevOps,,,hard,cloud_devops,ROME,SKL_5b01b434e839,,,,Skill involves understanding and applying DevOps practices to manage cloud infrastructure and systems effectively.,llm
USKL_578fa16a7be7,Knowledge of versioning systems,Connaissance des systèmes de versioning,,,hard,programming_languages,ROME,SKL_8e363751074d,,,,Skill involves understanding and applying version control systems in programming and software development.,llm
USKL_291f8e47fc71,Analysis and resolution of bugs,Analyse et résolution de bugs,,,hard,other_hard,ROME,SKL_a9c0eced3d1e,,,,Skill involves diagnosing and fixing software glitches.,llm
USKL_7134b1741914,Maintaining the quality of software development,Maîtriser la qualité d'un développement logiciel,,,hard,programming_languages,ROME,SKL_bc025543250e,,,,Skill involves ensuring software quality throughout development lifecycle.,llm
USKL_3bc422e99132,Making a technical diagnosis,Réaliser un diagnostic technique,,,hard,other_hard,ROME,SKL_9ffa1f20dd64,,,,Making a technical diagnosis involves identifying and resolving system issues through analysis and troubleshooting.,llm
USKL_3a195ef7c92a,Assessment of a risky situation,Evaluer une situation à risques,,,hard,other_hard,ROME,SKL_010fc9e78291,,,,Skill involves evaluating potential risks in a given situation.,llm
USKL_c071e6ff8f35,"Establishment of a blockchain (protocols, consensus, etc.)","Mettre en place une blockchain (protocoles, consensus etc.)",,,hard,emerging_tech,ROME,SKL_ab0a5998ea75,,,,Establishing blockchain involves protocols and consensus mechanisms in emerging tech fields.,llm
USKL_b31d1e64fdff,Analysis of relevant indicators on customer trends and usage,Analyser les indicateurs pertinents sur les tendances et les usages des clients,,,hard,other_hard,ROME,SKL_4f5fb3db8985,,,,Skill involves analyzing customer trends and usage data for insights.,llm
USKL_3d29132e6bf8,Verify the compatibility of the developments produced with the specifications,Vérifier la compatibilité des développements produits avec les spécifications,,,hard,programming_languages,ROME,SKL_9e03af40c09c,,,,Skill involves assessing developed software against specified requirements for functionality and integration.,llm
USKL_e3de192ee083,Documenting the installation and configuration procedures,Documenter les procédures d'installation et de configuration,,,hard,other_hard,ROME,SKL_38f94c32e4c7,,,,Skill involves documenting installation and configuration procedures across various technologies.,llm
USKL_2a41ee8c36f9,Algorithmically,Algorithmique,,,hard,programming_languages,ROME,SKL_734bfd8b6717,,,,Algorithmically skilled means proficient in designing and implementing algorithms in programming and software development.,llm
USKL_a08292dcf75f,Optimization of performance,Optimisation de performances,,,hard,other_hard,ROME,SKL_0eef1f46b91b,,,,Optimization of performance involves enhancing system or application efficiency and speed.,llm
USKL_4d42117c9ec6,Management of software versions,Gestion de versions de logiciels,,,hard,programming_languages,ROME,SKL_26f92eee3bd4,,,,Skill involves overseeing and coordinating software releases and updates.,llm
USKL_51b631a4b837,"Designing and developing a model, a prototype","Concevoir et faire évoluer un modèle, un prototype",,,hard,other_hard,ROME,SKL_7c32c74555a7,,,,Skill: Prototyping and conceptual modeling design development,llm
USKL_5904a2626750,Defining and implementing security protocols,Définir et mettre en oeuvre des protocoles de sécurité,,,hard,security,ROME,SKL_7dba47302c1f,,,,Defining and implementing security protocols is a cybersecurity skill.,llm
USKL_2fd496c9a0de,Integrating the digital model,Intégrer la maquette numérique,,,hard,other_hard,ROME,SKL_8059f8e7f533,,,,Skill involves combining digital models across various systems and applications to create cohesive solutions.,llm
USKL_f7c5b4191f24,Integrating the digital twin into industrial processes,Intégrer le jumeau numérique aux processus industriels,,,hard,other_hard,ROME,SKL_d5dc11337990,,,,It involves merging virtual models with real-world industrial systems to optimize operations.,llm
USKL_0ea1a2e270fe,Designing network architectures for l'IoT,Concevoir des architectures réseau pour l'IoT,,,hard,emerging_tech,ROME,SKL_5e0f19619fc8,,,,"Designing network architectures for IoT falls under emerging tech in domains like IoT, AR/VR, and blockchain.",llm
USKL_015f8247049c,Conduct or supervise preventive and corrective maintenance interventions,Réaliser ou superviser les interventions de maintenance préventive et corrective,,,hard,other_hard,ROME,SKL_e598bfb046b8,,,,Skill involves performing or overseeing scheduled upkeep and repair activities to ensure system reliability.,llm
USKL_8af87cd18c41,Implementing augmented reality technologies,Implémenter des technologies de réalité augmentée,,,hard,other_hard,ROME,SKL_3ead82051de9,,,,Skill involves deploying and integrating AR technologies into various applications.,llm
USKL_2af689723e0d,Optimizing collaboration processes,Optimiser les processus de collaboration,,,hard,other_hard,ROME,SKL_5bb057177a5b,,,,Optimizing collaboration processes involves streamlining communication and workflow across teams to enhance efficiency.,llm
USKL_f5299beec7a6,Screening of environmental impact,Scénariser un impact environnemental,,,hard,other_hard,ROME,SKL_50fe783b9bd7,,,,Screening of environmental impact is a preliminary assessment technique in IT for evaluating potential environmental effects.,llm
USKL_e983a676ccb1,Analysis of the needs for the creation of a digital twin,Analyser les besoins pour la création d'un jumeau numérique,,,hard,other_hard,ROME,SKL_d0c5968e6cee,,,,Skill involves assessing requirements for developing digital twins across various domains.,llm
USKL_6b29dcc86204,Collaboration with interdisciplinary teams for digital projects,Collaborer avec des équipes interdisciplinaires pour des projets numériques,,,hard,other_hard,ROME,SKL_547fcd054ba8,,,,Collaboration with interdisciplinary teams for digital projects is coordinating across different fields to develop technology solutions.,llm
USKL_3cab341976c4,Building deployment strategies for digital twins,Construire des stratégies de déploiement pour jumeaux numériques,,,hard,it_management,ROME,SKL_a24358a1aa1d,,,,Building deployment strategies for digital twins is a skill in IT management and governance.,llm
USKL_3c40bab1c1da,Research and development programme,Programme de recherche et développement,,,hard,programming_languages,ROME,SKL_674650d54ea4,,,,Research and development programme involves developing new programming methodologies and software solutions.,llm
USKL_78ecd5d6acb5,Use of specialized software,Utilisation de logiciels spécialisés,,,hard,programming_languages,ROME,SKL_4d8f35a49bbd,,,,Skill involves proficient use of specific programming and software tools relevant to development tasks.,llm
USKL_45a9efad2856,Assessment of environmental impacts,Evaluation des impacts environnementaux,,,hard,other_hard,ROME,SKL_1f970582a9b1,,,,Skill involves evaluating environmental effects of technological systems and processes,llm
USKL_ba5688b87624,Preventive maintenance practices,Pratiques de maintenance préventive,,,hard,other_hard,ROME,SKL_54ae3090a997,,,,Preventive maintenance practices involve scheduled checks and repairs to prevent equipment failure.,llm
USKL_5f142ddef944,Analysis of costs,Analyse des coûts,,,hard,other_hard,ROME,SKL_99565d8d553b,,,,Analysis of costs involves evaluating expenses to inform financial decisions in various IT domains.,llm
USKL_ddfa1999bcff,Building lasting business relationships with customers and suppliers,Construire des relations professionnelles durables avec les clients et les fournisseurs,,,hard,other_hard,ROME,SKL_00157aff2e96,,,,It involves cultivating long-term customer and supplier partnerships through effective communication and mutual benefit strategies.,llm
USKL_7162d266d657,Effective communication of technical specifications,Communiquer efficacement les spécifications techniques,,,hard,other_hard,ROME,SKL_75235cd8b7df,,,,Skill involves clearly conveying complex technical details to non-technical stakeholders effectively.,llm
USKL_1cfcba9581bd,Optimization of commercial activities,Optimiser une activité commerciale,,,hard,other_hard,ROME,SKL_211c1bae5617,,,,Optimization of commercial activities is a skill in other technical domains focusing on IT solutions.,llm
USKL_7de96741438f,Advisor in the context of a business relationship,Conseiller dans le cadre d'une relation commerciale,,,hard,other_hard,ROME,SKL_933163f1b2ea,,,,Advisor in business relationships helps guide decisions within an organization.,llm
USKL_493853ad2f46,Analysis of customer needs to provide appropriate services,Analyser les besoins des clients pour proposer des services adaptés,,,hard,other_hard,ROME,SKL_f71c8cd539cf,,,,Analysis of customer needs to inform service provision is known as requirements analysis,llm
USKL_679e29541244,Negotiating the terms of contracts with clients,Négocier les termes des contrats avec les clients,,,hard,other_hard,ROME,SKL_cd6ed420bcbf,,,,Negotiating terms of contracts with clients is a skill in other technical/general IT roles.,llm
USKL_cbcf8834dfea,Present the technical and commercial advantages of the products,Présenter les avantages techniques et commerciaux des produits,,,hard,other_hard,ROME,SKL_69aeb1a79550,,,,Explain product benefits to stakeholders combining tech and business perspectives effectively,llm
USKL_322234194905,Working with development teams to adjust bids,Collaborer avec les équipes de développement pour ajuster les offres,,,hard,programming_languages,ROME,SKL_b3745014ffaf,,,,Skill: Negotiating project bids with development teams,llm
USKL_57a7a456305b,Proactively responding to customer objections,Agir proactivement face aux objections des clients,,,hard,other_hard,ROME,SKL_4930c218a451,,,,Proactively responding to customer objections is a skill in customer service focusing on preemptive solutions.,llm
USKL_215421b37f18,Developing innovative sales strategies,Développer des stratégies de vente innovantes,,,hard,programming_languages,ROME,SKL_88b80323271f,,,,Developing innovative sales strategies is not typically categorized under programming or software development in this context.,llm
USKL_307b365b8f9a,Regularly evaluate the performance of products sold,Evaluer régulièrement les performances des produits vendus,,,hard,other_hard,ROME,SKL_2a242e1b4c23,,,,,
USKL_762a35508512,Adaptability to new technologies,Adaptabilité aux nouvelles technologies,,,hard,other_hard,ROME,SKL_343362a022fa,,,,Skill involves quickly learning and integrating new technological tools and methods into professional practice.,llm
USKL_b119313b8656,Techniques of persuasion,Techniques de persuasion,,,hard,other_hard,ROME,SKL_8e0627f85b67,,,,Techniques of persuasion refers to rhetorical strategies used in communication across various IT domains.,llm
USKL_6f860d122036,Knowledge of IT solutions,Connaissance des solutions IT,,,hard,other_hard,ROME,SKL_4daf03d60c2a,,,,Knowledge of IT solutions involves understanding various technological tools and systems across different domains.,llm
USKL_538a064b628a,Understanding customer needs,Compréhension des besoins clients,,,hard,other_hard,ROME,SKL_615229f82f33,,,,Understanding customer needs is key to effective IT service delivery across various domains.,llm
USKL_9bd922ed0093,Ability to present technical products,Capacité à présenter des produits techniques,,,hard,other_hard,ROME,SKL_8fec97c3870d,,,,Skill in communicating technical products effectively to diverse audiences,llm
USKL_6ccd38159445,Ability to negotiate trade,Aptitude à la négociation commerciale,,,hard,other_hard,ROME,SKL_ddf7688e79cf,,,,Ability to negotiate trade falls under cross-functional business skills rather than specific IT roles.,llm
USKL_2b46debc0653,Knowledge of CRM software,Connaissance des logiciels CRM,,,hard,programming_languages,ROME,SKL_e26ada1b6b8d,,,,Skill in CRM software used for database management and customer interactions in development teams.,llm
USKL_acb59971aac0,Strategic planning of sales,Planification stratégique des ventes,,,hard,it_management,ROME,SKL_d7ef55926a05,,,,Strategic planning of sales is a role in IT management focusing on business strategy rather than technology sales.,llm
USKL_a80d2fbf3119,,Connaissance des tendances du marché IT,,,hard,other_hard,ROME,SKL_d7c64d8e7742,,,,,
USKL_c65771dc77a3,Use of market analysis tools,Utilisation d'outils d'analyse de marché,,,hard,other_hard,ROME,SKL_7939bc13ec18,,,,Skill involves using various market analysis tools to assess industry trends and competition.,llm
USKL_2bbbd3735b75,Continuing training on new technologies,Formation continue sur les nouvelles technologies,,,hard,other_hard,ROME,SKL_5b705d689ad3,,,,Continuing training on new technologies is ongoing education in emerging IT capabilities.,llm
USKL_b3c9d4797995,Master mention management and international trade,Master mention management et commerce international,,,hard,other_hard,ROME,SKL_ebba080055a0,,,,Master mention management and international trade involves expertise in both marketing communications and global commerce operations.,llm
USKL_f10ba6b304fe,Master mentioned languages and international trade,Master mention langues et commerce international,,,hard,other_hard,ROME,SKL_f2806c27f405,,,,Skill involves fluency in specified languages plus expertise in international trade practices and regulations.,llm
USKL_a10a2948f65e,Manager in computer engineering,Manager en ingénierie informatique,,,hard,other_hard,ROME,SKL_05c7e93719d9,,,,Manager in computer engineering oversees projects and teams in IT infrastructure development and operations.,llm
USKL_36072d001f95,Master's degree in project management and systems engineering,Mastère spécialisé management de projet et ingénierie système,,,hard,other_hard,ROME,SKL_297c73635e5b,,,,,
USKL_dc60daece15b,Technique of sale,Techniques de vente,,,hard,other_hard,ROME,SKL_ee09ec5f01f9,,,,Technique of sale refers to sales strategies and techniques in non-specific IT contexts.,llm
USKL_4df4a2c08f61,Respect the deadlines for the delivery of IT projects,Respecter les délais de livraison des projets informatiques,,,hard,other_hard,ROME,SKL_87e85c149bfe,,,,Respect for deadlines is crucial in ensuring project deliverables are met on time in IT domains.,llm
USKL_54e70377809e,Training users with Business Intelligence tools,Former les utilisateurs aux outils de Business Intelligence,,,hard,data_databases,ROME,SKL_4d4025a42118,,,,Skill involves teaching users to effectively use Business Intelligence tools for data analysis and reporting in databases and data management.,llm
USKL_1f0c1fd74f6e,Management of data security in BI projects,Gérer la sécurité des données dans les projets BI,,,hard,security,ROME,SKL_80b5067dead4,,,,Skill involves overseeing data security aspects in Business Intelligence project implementations.,llm
USKL_5857cbe7503f,Automated systems,Systèmes automatisés,,,hard,other_hard,ROME,SKL_da2765afe5bd,,,,Automated systems involves designing and implementing automated processes and technologies across various IT domains.,llm
USKL_61f154ce2fed,Data mining techniques (data mining),Techniques d'exploration de données (data mining),,,hard,ai_ml,ROME,SKL_dc7d1a80e19d,,,,Data mining techniques involve extracting useful information from large datasets using algorithms and models in AI and machine learning domains.,llm
USKL_51b1a5180582,Technical documentation of the equipment,Documentation technique des équipements,,,hard,other_hard,ROME,SKL_813e552d9be3,,,,Technical documentation of the equipment refers to creating manuals and guides for equipment usage and maintenance.,llm
USKL_5ccc292cc2c2,Integration of data from various sources,Intégration de données provenant de diverses sources,,,hard,data_databases,ROME,SKL_2713e7abce08,,,,Skill involves combining data from diverse databases and systems for analysis.,llm
USKL_83ada61e728e,Development of scripts for process automation,Développement de scripts pour l'automatisation des processus,,,hard,programming_languages,ROME,SKL_d77f7557674a,,,,Scripting for process automation is a skill in programming and software development.,llm
